"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"PHX","PHX vs. HOU",2021-04-12,"84.6","115.4",3,"HOU"
"NOP","NOP vs. MIN",2021-03-11,"84.6","146.2",3,"MIN"
"IND","IND @ PHI",2021-03-01,"84.6","126.9",3,"PHI"
"LAC","LAC @ GSW",2021-01-08,"84.6","120.0",3,"GSW"
"BKN","BKN vs. WAS",2021-01-03,"84.6","88.9",3,"WAS"
"ORL","ORL @ DEN",2021-04-04,"84.0","146.2",3,"DEN"
"DAL","DAL @ CHI",2021-01-03,"84.0","108.0",3,"CHI"
"BKN","BKN vs. ATL",2021-01-01,"84.0","116.7",3,"ATL"
"MIN","MIN vs. LAC",2021-02-10,"83.3","137.5",3,"LAC"
"DAL","DAL vs. GSW",2021-02-04,"83.3","144.0",3,"GSW"
"SAS","SAS @ MIN",2021-01-10,"83.3","91.7",3,"MIN"
"CHA","CHA vs. MEM",2021-01-01,"83.3","120.0",3,"MEM"
"CLE","CLE @ MIA",2021-04-03,"82.6","70.8",3,"MIA"
"MIA","MIA vs. NYK",2021-02-09,"82.6","112.5",3,"NYK"
"MEM","MEM @ LAL",2021-02-12,"82.1","151.9",3,"LAL"
"MIN","MIN @ MEM",2021-04-02,"81.8","109.1",3,"MEM"
"ATL","ATL vs. CLE",2021-01-02,"81.8","118.2",3,"CLE"
"ATL","ATL vs. GSW",2021-04-04,"81.5","85.2",3,"GSW"
"PHI","PHI @ SAC",2021-02-09,"80.8","74.1",3,"SAC"
"IND","IND @ MIL",2021-02-03,"80.8","146.2",3,"MIL"
"PHI","PHI vs. DEN",2021-01-09,"80.8","140.0",3,"DEN"
"SAS","SAS vs. GSW",2021-02-09,"80.0","144.0",3,"GSW"
"DEN","DEN @ BKN",2021-01-12,"80.0","144.0",3,"BKN"
"PHX","PHX @ DET",2021-01-08,"80.0","92.3",3,"DET"
"MIL","MIL @ MEM",2021-03-04,"79.3","110.0",3,"MEM"
"ORL","ORL @ NOP",2021-04-01,"79.2","134.8",3,"NOP"
"OKC","OKC @ DAL",2021-03-03,"79.2","108.3",3,"DAL"
"CLE","CLE @ ORL",2021-01-06,"79.2","133.3",3,"ORL"
"HOU","HOU vs. SAC",2021-01-02,"79.2","70.8",3,"SAC"
"DEN","DEN @ GSW",2021-04-12,"78.6","148.3",3,"GSW"
"DET","DET vs. IND",2021-02-11,"78.3","125.0",3,"IND"
"NYK","NYK vs. MIA",2021-02-07,"78.3","95.7",3,"MIA"
"NYK","NYK @ CHA",2021-01-11,"78.3","113.6",3,"CHA"
"CLE","CLE @ ORL",2021-01-04,"78.3","165.2",3,"ORL"
"POR","POR @ MIL",2021-02-01,"77.8","130.8",3,"MIL"
"OKC","OKC @ MIA",2021-01-04,"77.3","133.3",3,"MIA"
"POR","POR vs. MIL",2021-04-02,"76.9","137.0",3,"MIL"
"ATL","ATL @ TOR",2021-03-11,"76.9","140.0",3,"TOR"
"TOR","TOR vs. DET",2021-03-03,"76.9","116.0",3,"DET"
"POR","POR @ UTA",2021-04-08,"76.0","166.7",3,"UTA"
"NOP","NOP @ HOU",2021-04-04,"76.0","126.9",3,"HOU"
"PHI","PHI vs. POR",2021-02-04,"76.0","160.0",3,"POR"
"NOP","NOP vs. OKC",2021-01-06,"76.0","130.8",3,"OKC"
"NYK","NYK @ BKN",2021-04-05,"75.0","110.3",3,"BKN"
"MIN","MIN vs. CHA",2021-03-03,"74.1","133.3",3,"CHA"
"SAC","SAC vs. PHI",2021-02-09,"74.1","80.8",3,"PHI"
"SAC","SAC vs. POR",2021-01-09,"74.1","96.4",3,"POR"
"CHA","CHA @ BKN",2021-04-01,"73.9","100.0",3,"BKN"
"UTA","UTA @ DET",2021-01-10,"73.9","127.3",3,"DET"
"MIA","MIA vs. ORL",2021-03-11,"73.1","96.0",3,"ORL"
"UTA","UTA @ NYK",2021-01-06,"73.1","136.0",3,"NYK"
"CHI","CHI @ ATL",2021-04-09,"72.0","132.0",3,"ATL"
"BKN","BKN vs. OKC",2021-01-10,"72.0","148.0",3,"OKC"
"LAL","LAL @ LAC",2021-04-04,"70.8","96.0",3,"LAC"
"MIA","MIA vs. CLE",2021-04-03,"70.8","82.6",3,"CLE"
"CLE","CLE vs. PHI",2021-04-01,"70.8","108.0",3,"PHI"
"OKC","OKC @ LAL",2021-02-10,"70.8","92.0",3,"LAL"
"SAC","SAC @ HOU",2021-01-02,"70.8","79.2",3,"HOU"
"BKN","BKN vs. LAL",2021-04-10,"70.4","119.2",3,"LAL"
"IND","IND @ ORL",2021-04-09,"70.4","103.8",3,"ORL"
"NOP","NOP vs. SAC",2021-04-12,"69.2","107.4",3,"SAC"
"CHA","CHA @ MEM",2021-02-10,"68.2","147.6",3,"MEM"
"DEN","DEN @ LAL",2021-02-04,"68.0","142.3",3,"LAL"
"MIA","MIA vs. WAS",2021-02-03,"68.0","88.0",3,"WAS"
"LAL","LAL @ NYK",2021-04-12,"66.7","108.3",3,"NYK"
"GSW","GSW vs. IND",2021-01-12,"66.7","85.2",3,"IND"
"PHI","PHI @ NOP",2021-04-09,"64.3","96.3",3,"NOP"
"PHI","PHI @ ATL",2021-01-11,"60.0","128.0",3,"ATL"
"OKC","OKC vs. CLE",2021-04-08,"58.3","112.0",3,"CLE"
"HOU","HOU @ OKC",2021-02-03,"57.7","100.0",3,"OKC"
"WAS","WAS vs. MIA",2021-01-09,"57.7","107.7",3,"MIA"
"NOP","NOP @ CHI",2021-02-10,"56.0","160.0",3,"CHI"
"TOR","TOR @ CLE",2021-04-10,"52.0","120.8",3,"CLE"
"GSW","GSW @ TOR",2021-04-02,"51.9","158.6",3,"TOR"
"MIN","MIN vs. WAS",2021-01-01,"51.9","148.1",3,"WAS"
"OKC","OKC vs. MIN",2021-02-06,"50.0","123.1",3,"MIN"
"OKC","OKC @ POR",2021-04-03,"46.4","139.3",3,"POR"
"HOU","HOU vs. MIA",2021-02-11,"43.5","121.7",3,"MIA"
"CLE","CLE @ NOP",2021-03-12,"37.5","100.0",3,"NOP"
"MIN","MIN @ IND",2021-04-07,"179.2","133.3",4,"IND"
"MIN","MIN @ DAL",2021-02-08,"173.1","118.5",4,"DAL"
"DEN","DEN @ MIN",2021-01-03,"170.8","108.7",4,"MIN"
"IND","IND vs. NOP",2021-02-05,"165.2","121.7",4,"NOP"
"SAC","SAC vs. LAL",2021-03-03,"163.6","139.1",4,"LAL"
"GSW","GSW vs. MIL",2021-04-06,"162.5","137.5",4,"MIL"
"UTA","UTA @ DAL",2021-04-05,"161.9","114.3",4,"DAL"
"PHX","PHX @ POR",2021-03-11,"160.9","117.4",4,"POR"
"ATL","ATL @ ORL",2021-03-03,"160.9","91.7",4,"ORL"
"DAL","DAL vs. ATL",2021-02-10,"160.9","117.4",4,"ATL"
"GSW","GSW @ DAL",2021-02-04,"160.9","83.3",4,"DAL"
"NOP","NOP vs. CHI",2021-03-03,"160.7","114.3",4,"CHI"
"SAS","SAS vs. NYK",2021-03-02,"160.0","119.0",4,"NYK"
"BKN","BKN @ CHI",2021-04-04,"159.1","118.2",4,"CHI"
"LAC","LAC @ CHI",2021-02-12,"159.1","121.7",4,"CHI"
"LAC","LAC @ UTA",2021-01-01,"159.1","100.0",4,"UTA"
"BKN","BKN vs. BOS",2021-03-11,"157.1","104.5",4,"BOS"
"MIL","MIL @ ORL",2021-04-11,"156.0","76.9",4,"ORL"
"DET","DET @ OKC",2021-04-05,"156.0","124.0",4,"OKC"
"ATL","ATL vs. SAS",2021-02-12,"155.6","55.6",4,"SAS"
"TOR","TOR vs. CHI",2021-04-08,"154.5","108.7",4,"CHI"
"NYK","NYK vs. UTA",2021-01-06,"154.5","119.0",4,"UTA"
"NYK","NYK @ DET",2021-04-03,"154.2","87.0",4,"DET"
"MIL","MIL vs. NYK",2021-03-11,"154.2","95.8",4,"NYK"
"MEM","MEM @ SAS",2021-02-01,"154.2","76.0",4,"SAS"
"PHX","PHX @ DAL",2021-02-01,"152.4","123.8",4,"DAL"
"BKN","BKN vs. DEN",2021-01-12,"152.4","130.0",4,"DEN"
"NOP","NOP vs. PHX",2021-02-03,"152.2","122.7",4,"PHX"
"MIL","MIL @ ORL",2021-01-11,"152.2","73.9",4,"ORL"
"SAC","SAC vs. CHI",2021-01-06,"152.2","124.0",4,"CHI"
"DET","DET @ MIL",2021-01-04,"152.2","116.7",4,"MIL"
"NOP","NOP vs. HOU",2021-02-09,"152.0","83.3",4,"HOU"
"ORL","ORL vs. SAS",2021-04-12,"150.0","129.2",4,"SAS"
"CLE","CLE @ OKC",2021-04-08,"150.0","112.5",4,"OKC"
"BOS","BOS vs. HOU",2021-04-02,"150.0","139.1",4,"HOU"
"POR","POR vs. TOR",2021-01-11,"150.0","104.2",4,"TOR"
"CHA","CHA @ NOP",2021-01-08,"150.0","95.8",4,"NOP"
"LAC","LAC vs. DET",2021-04-11,"148.0","104.2",4,"DET"
"PHX","PHX vs. OKC",2021-04-02,"148.0","108.0",4,"OKC"
"PHI","PHI vs. UTA",2021-03-03,"147.8","120.8",4,"UTA"
"GSW","GSW vs. LAC",2021-01-08,"147.8","81.8",4,"LAC"
"SAS","SAS @ DAL",2021-04-11,"147.6","133.3",4,"DAL"
"LAL","LAL @ MEM",2021-01-03,"147.6","86.4",4,"MEM"
"MIL","MIL vs. CHA",2021-04-09,"146.2","108.0",4,"CHA"
"ORL","ORL vs. DAL",2021-03-01,"146.2","129.6",4,"DAL"
"MIN","MIN vs. WAS",2021-01-01,"146.2","111.1",4,"WAS"
"SAC","SAC vs. BOS",2021-02-03,"145.8","120.8",4,"BOS"
"BKN","BKN vs. OKC",2021-01-10,"145.8","145.8",4,"OKC"
"OKC","OKC @ BKN",2021-01-10,"145.8","145.8",4,"BKN"
"PHX","PHX @ IND",2021-01-09,"145.8","125.0",4,"IND"
"CHA","CHA vs. DET",2021-03-11,"145.5","136.4",4,"DET"
"DAL","DAL @ HOU",2021-01-04,"145.0","115.0",4,"HOU"
"MIN","MIN vs. LAC",2021-02-10,"144.4","139.3",4,"LAC"
"HOU","HOU vs. ORL",2021-01-08,"144.4","126.9",4,"ORL"
"SAS","SAS @ DEN",2021-04-09,"144.0","100.0",4,"DEN"
"DAL","DAL vs. MIL",2021-04-08,"144.0","68.0",4,"MIL"
"BKN","BKN vs. LAC",2021-02-02,"144.0","115.4",4,"LAC"
"DET","DET @ DEN",2021-04-06,"143.5","108.7",4,"DEN"
"CHI","CHI @ UTA",2021-04-02,"143.5","104.2",4,"UTA"
"LAC","LAC vs. PHX",2021-04-08,"142.9","100.0",4,"PHX"
"GSW","GSW vs. POR",2021-01-03,"142.9","139.3",4,"POR"
"SAC","SAC vs. MIL",2021-04-03,"142.3","120.0",4,"MIL"
"ATL","ATL @ TOR",2021-03-11,"142.3","100.0",4,"TOR"
"IND","IND @ PHI",2021-03-01,"142.3","92.6",4,"PHI"
"ATL","ATL vs. CHI",2021-04-09,"141.7","96.0",4,"CHI"
"DEN","DEN vs. ORL",2021-04-04,"141.7","95.8",4,"ORL"
"DAL","DAL @ WAS",2021-04-03,"141.7","83.3",4,"WAS"
"WAS","WAS @ ORL",2021-04-07,"140.9","118.2",4,"ORL"
"DET","DET @ TOR",2021-03-03,"140.9","119.0",4,"TOR"
"ATL","ATL @ MIA",2021-03-02,"140.9","60.9",4,"MIA"
"MIA","MIA vs. CHA",2021-02-01,"140.9","119.0",4,"CHA"
"BOS","BOS @ DET",2021-01-03,"140.9","139.1",4,"DET"
"ATL","ATL vs. GSW",2021-04-04,"140.7","111.5",4,"GSW"
"CHI","CHI @ ORL",2021-02-05,"140.7","114.8",4,"ORL"
"MEM","MEM @ MIA",2021-04-06,"140.0","109.5",4,"MIA"
"DAL","DAL vs. NOP",2021-02-12,"140.0","116.0",4,"NOP"
"LAC","LAC @ MIN",2021-02-10,"139.3","144.4",4,"MIN"
"POR","POR @ GSW",2021-01-03,"139.3","142.9",4,"GSW"
"HOU","HOU @ PHX",2021-04-12,"139.1","95.8",4,"PHX"
"BOS","BOS vs. MIN",2021-04-09,"139.1","122.7",4,"MIN"
"LAC","LAC vs. HOU",2021-04-09,"139.1","113.0",4,"HOU"
"HOU","HOU @ BOS",2021-04-02,"139.1","150.0",4,"BOS"
"LAL","LAL @ SAC",2021-03-03,"139.1","163.6",4,"SAC"
"DET","DET vs. BOS",2021-01-03,"139.1","140.9",4,"BOS"
"POR","POR vs. MIL",2021-04-02,"138.5","115.4",4,"MIL"
"PHI","PHI vs. MEM",2021-04-04,"138.1","86.4",4,"MEM"
"IND","IND @ DET",2021-02-11,"138.1","119.0",4,"DET"
"POR","POR vs. PHI",2021-02-11,"138.1","95.5",4,"PHI"
"PHI","PHI @ ATL",2021-01-11,"138.1","68.2",4,"ATL"
"MIL","MIL @ GSW",2021-04-06,"137.5","162.5",4,"GSW"
"MEM","MEM vs. WAS",2021-03-10,"137.5","112.5",4,"WAS"
"TOR","TOR @ BOS",2021-03-04,"137.5","124.0",4,"BOS"
"MEM","MEM vs. HOU",2021-02-04,"137.5","112.0",4,"HOU"
"TOR","TOR @ SAC",2021-01-08,"137.5","80.0",4,"SAC"
"CHA","CHA @ MIN",2021-03-03,"137.0","96.3",4,"MIN"
"MIN","MIN @ POR",2021-01-07,"137.0","88.9",4,"POR"
"ATL","ATL @ CHA",2021-04-11,"136.4","109.1",4,"CHA"
"MIA","MIA vs. GSW",2021-04-01,"136.4","127.3",4,"GSW"
"DET","DET @ CHA",2021-03-11,"136.4","145.5",4,"CHA"
"MIN","MIN vs. SAC",2021-04-05,"136.0","96.0",4,"SAC"
"DAL","DAL @ OKC",2021-03-11,"136.0","108.0",4,"OKC"
"POR","POR vs. SAC",2021-03-04,"136.0","111.5",4,"SAC"
"TOR","TOR @ MEM",2021-02-08,"136.0","66.7",4,"MEM"
"IND","IND @ MIL",2021-02-03,"135.7","85.7",4,"MIL"
"WAS","WAS vs. MIA",2021-01-09,"135.7","86.2",4,"MIA"
"BOS","BOS @ DEN",2021-04-11,"134.8","33.3",4,"DEN"
"NYK","NYK vs. MEM",2021-04-09,"134.8","100.0",4,"MEM"
"ATL","ATL vs. TOR",2021-02-06,"134.8","122.7",4,"TOR"
"LAL","LAL vs. DEN",2021-02-04,"134.8","78.3",4,"DEN"
"WAS","WAS vs. POR",2021-02-02,"134.8","113.0",4,"POR"
"PHI","PHI vs. DEN",2021-01-09,"134.8","91.7",4,"DEN"
"TOR","TOR @ CLE",2021-04-10,"134.6","128.0",4,"CLE"
"CHA","CHA vs. PHI",2021-02-03,"134.6","107.4",4,"PHI"
"DAL","DAL vs. SAS",2021-04-11,"133.3","147.6",4,"SAS"
"IND","IND vs. MIN",2021-04-07,"133.3","179.2",4,"MIN"
"IND","IND @ SAS",2021-04-03,"133.3","131.8",4,"SAS"
"DAL","DAL vs. SAS",2021-03-10,"133.3","81.8",4,"SAS"
"IND","IND @ BKN",2021-02-10,"133.3","91.7",4,"BKN"
"DET","DET vs. BKN",2021-02-09,"133.3","119.0",4,"BKN"
"MIL","MIL @ DEN",2021-02-08,"133.3","100.0",4,"DEN"
"DET","DET @ LAL",2021-02-06,"133.3","81.8",4,"LAL"
"UTA","UTA @ ATL",2021-02-04,"133.3","121.7",4,"ATL"
"SAS","SAS vs. MIN",2021-02-03,"133.3","75.0",4,"MIN"
"LAL","LAL @ ATL",2021-02-01,"133.3","100.0",4,"ATL"
"LAC","LAC vs. CHI",2021-01-10,"133.3","126.9",4,"CHI"
"OKC","OKC @ NYK",2021-01-08,"133.3","108.3",4,"NYK"
"GSW","GSW vs. SAC",2021-01-04,"132.1","110.7",4,"SAC"
"PHX","PHX vs. WAS",2021-04-10,"132.0","112.5",4,"WAS"
"NOP","NOP @ HOU",2021-04-04,"132.0","92.0",4,"HOU"
"DET","DET vs. WAS",2021-04-01,"132.0","88.5",4,"WAS"
"PHI","PHI @ WAS",2021-03-12,"132.0","96.2",4,"WAS"
"CLE","CLE @ POR",2021-02-12,"132.0","116.0",4,"POR"
"LAC","LAC @ CLE",2021-02-03,"132.0","96.2",4,"CLE"
"DAL","DAL @ DEN",2021-01-07,"132.0","129.2",4,"DEN"
"DET","DET @ MIL",2021-01-06,"132.0","84.6",4,"MIL"
"SAS","SAS vs. IND",2021-04-03,"131.8","133.3",4,"IND"
"BOS","BOS vs. LAC",2021-03-02,"131.8","104.5",4,"LAC"
"DEN","DEN @ CHI",2021-03-01,"131.8","108.7",4,"CHI"
"MIL","MIL @ CLE",2021-02-05,"131.8","69.6",4,"CLE"
"HOU","HOU vs. PHX",2021-04-05,"131.0","110.3",4,"PHX"
"LAL","LAL @ BKN",2021-04-10,"130.8","92.3",4,"BKN"
"LAL","LAL vs. IND",2021-03-12,"130.8","80.8",4,"IND"
"TOR","TOR @ WAS",2021-02-10,"130.8","88.0",4,"WAS"
"LAL","LAL vs. OKC",2021-02-08,"130.8","104.0",4,"OKC"
"SAC","SAC @ LAC",2021-02-07,"130.8","120.0",4,"LAC"
"SAS","SAS vs. ATL",2021-04-01,"130.4","108.3",4,"ATL"
"SAS","SAS vs. ORL",2021-03-12,"130.4","56.5",4,"ORL"
"MIN","MIN @ NOP",2021-03-11,"130.4","95.8",4,"NOP"
"MIN","MIN vs. SAS",2021-01-10,"130.4","82.6",4,"SAS"
"CLE","CLE @ ORL",2021-01-06,"130.4","95.7",4,"ORL"
"MIA","MIA @ NOP",2021-03-04,"130.0","115.0",4,"NOP"
"DEN","DEN @ BKN",2021-01-12,"130.0","152.4",4,"BKN"
"DAL","DAL @ ORL",2021-03-01,"129.6","146.2",4,"ORL"
"SAS","SAS @ ORL",2021-04-12,"129.2","150.0",4,"ORL"
"MEM","MEM vs. CHI",2021-04-12,"129.2","69.6",4,"CHI"
"TOR","TOR vs. LAL",2021-04-06,"129.2","80.0",4,"LAL"
"MIA","MIA vs. CLE",2021-04-03,"129.2","116.7",4,"CLE"
"MIA","MIA @ CHI",2021-03-12,"129.2","91.7",4,"CHI"
"BKN","BKN @ HOU",2021-03-03,"129.2","126.1",4,"HOU"
"POR","POR vs. CHA",2021-03-01,"129.2","116.7",4,"CHA"
"CHA","CHA @ MEM",2021-02-10,"129.2","116.0",4,"MEM"
"GSW","GSW @ DAL",2021-02-06,"129.2","112.0",4,"DAL"
"MIN","MIN @ CLE",2021-02-01,"129.2","96.0",4,"CLE"
"IND","IND @ GSW",2021-01-12,"129.2","83.3",4,"GSW"
"DEN","DEN vs. DAL",2021-01-07,"129.2","132.0",4,"DAL"
"SAC","SAC @ NOP",2021-04-12,"128.6","114.8",4,"NOP"
"GSW","GSW @ LAC",2021-03-11,"128.6","92.9",4,"LAC"
"PHX","PHX vs. MIL",2021-02-10,"128.6","104.5",4,"MIL"
"CHA","CHA vs. NYK",2021-01-11,"128.6","100.0",4,"NYK"
"CLE","CLE vs. TOR",2021-04-10,"128.0","134.6",4,"TOR"
"LAC","LAC vs. POR",2021-04-06,"128.0","112.5",4,"POR"
"UTA","UTA vs. BOS",2021-02-09,"128.0","116.0",4,"BOS"
"PHI","PHI @ SAC",2021-02-09,"128.0","83.3",4,"SAC"
"SAC","SAC vs. DEN",2021-02-06,"128.0","126.9",4,"DEN"
"DEN","DEN @ NYK",2021-01-10,"128.0","104.2",4,"NYK"
"NOP","NOP vs. OKC",2021-01-06,"128.0","95.8",4,"OKC"
"BKN","BKN vs. UTA",2021-01-05,"128.0","88.5",4,"UTA"
"GSW","GSW @ MIA",2021-04-01,"127.3","136.4",4,"MIA"
"ORL","ORL vs. CHI",2021-02-06,"127.3","109.5",4,"CHI"
"NOP","NOP vs. MEM",2021-02-06,"127.3","81.8",4,"MEM"
"LAL","LAL @ SAS",2021-01-01,"127.3","81.8",4,"SAS"
"PHX","PHX vs. GSW",2021-03-04,"126.9","100.0",4,"GSW"
"DEN","DEN @ SAC",2021-02-06,"126.9","128.0",4,"SAC"
"LAC","LAC vs. BOS",2021-02-05,"126.9","120.0",4,"BOS"
"TOR","TOR @ GSW",2021-01-10,"126.9","73.1",4,"GSW"
"CHI","CHI @ LAC",2021-01-10,"126.9","133.3",4,"LAC"
"ORL","ORL @ HOU",2021-01-08,"126.9","144.4",4,"HOU"
"TOR","TOR vs. BOS",2021-01-04,"126.9","96.3",4,"BOS"
"NOP","NOP vs. TOR",2021-01-02,"126.9","125.9",4,"TOR"
"DAL","DAL @ HOU",2021-04-07,"126.1","117.4",4,"HOU"
"MIA","MIA vs. ORL",2021-03-11,"126.1","87.5",4,"ORL"
"HOU","HOU vs. BKN",2021-03-03,"126.1","129.2",4,"BKN"
"DEN","DEN @ MIL",2021-03-02,"126.1","70.8",4,"MIL"
"PHX","PHX @ WAS",2021-01-11,"126.1","100.0",4,"WAS"
"HOU","HOU @ OKC",2021-02-01,"125.9","111.1",4,"OKC"
"TOR","TOR @ NOP",2021-01-02,"125.9","126.9",4,"NOP"
"CHI","CHI @ MIN",2021-04-11,"125.0","120.0",4,"MIN"
"UTA","UTA vs. ORL",2021-04-03,"125.0","79.2",4,"ORL"
"CHA","CHA @ IND",2021-04-02,"125.0","91.3",4,"IND"
"DET","DET @ NYK",2021-03-04,"125.0","87.5",4,"NYK"
"MIL","MIL @ CLE",2021-02-06,"125.0","91.7",4,"CLE"
"UTA","UTA @ CLE",2021-01-12,"125.0","116.7",4,"CLE"
"IND","IND vs. PHX",2021-01-09,"125.0","145.8",4,"PHX"
"CHA","CHA @ PHI",2021-01-04,"125.0","124.1",4,"PHI"
"UTA","UTA @ NOP",2021-03-01,"124.1","100.0",4,"NOP"
"PHI","PHI vs. CHA",2021-01-04,"124.1","125.0",4,"CHA"
"BOS","BOS vs. NYK",2021-04-07,"124.0","104.0",4,"NYK"
"OKC","OKC vs. DET",2021-04-05,"124.0","156.0",4,"DET"
"LAL","LAL @ LAC",2021-04-04,"124.0","112.5",4,"LAC"
"DEN","DEN @ IND",2021-03-04,"124.0","116.0",4,"IND"
"BOS","BOS vs. TOR",2021-03-04,"124.0","137.5",4,"TOR"
"TOR","TOR @ BKN",2021-02-05,"124.0","108.0",4,"BKN"
"CHI","CHI @ SAC",2021-01-06,"124.0","152.2",4,"SAC"
"SAS","SAS @ LAC",2021-01-05,"124.0","116.0",4,"LAC"
"DAL","DAL vs. PHX",2021-02-01,"123.8","152.4",4,"PHX"
"ATL","ATL @ NOP",2021-04-02,"123.1","92.3",4,"NOP"
"IND","IND @ CLE",2021-03-03,"123.1","77.8",4,"CLE"
"SAS","SAS @ OKC",2021-01-12,"123.1","111.5",4,"OKC"
"LAL","LAL @ HOU",2021-01-10,"123.1","103.8",4,"HOU"
"MIN","MIN @ BOS",2021-04-09,"122.7","139.1",4,"BOS"
"BKN","BKN @ SAS",2021-03-01,"122.7","117.4",4,"SAS"
"TOR","TOR @ ATL",2021-02-06,"122.7","134.8",4,"ATL"
"PHX","PHX @ NOP",2021-02-03,"122.7","152.2",4,"NOP"
"CLE","CLE @ MIL",2021-01-09,"122.7","95.7",4,"MIL"
"CLE","CLE @ MEM",2021-01-07,"122.7","95.5",4,"MEM"
"BOS","BOS @ MIA",2021-01-06,"122.7","108.7",4,"MIA"
"UTA","UTA vs. WAS",2021-04-12,"122.2","100.0",4,"WAS"
"UTA","UTA vs. SAC",2021-04-10,"122.2","88.5",4,"SAC"
"WAS","WAS vs. MEM",2021-03-02,"122.2","107.4",4,"MEM"
"DEN","DEN vs. CLE",2021-02-10,"122.2","107.4",4,"CLE"
"SAS","SAS vs. UTA",2021-01-03,"122.2","114.3",4,"UTA"
"POR","POR @ UTA",2021-04-08,"121.7","120.8",4,"UTA"
"PHX","PHX @ LAL",2021-03-02,"121.7","95.5",4,"LAL"
"LAL","LAL vs. MEM",2021-02-12,"121.7","104.5",4,"MEM"
"CHI","CHI vs. LAC",2021-02-12,"121.7","159.1",4,"LAC"
"NOP","NOP @ IND",2021-02-05,"121.7","165.2",4,"IND"
"ATL","ATL vs. UTA",2021-02-04,"121.7","133.3",4,"UTA"
"BKN","BKN vs. PHI",2021-01-07,"121.7","108.7",4,"PHI"
"DAL","DAL @ ATL",2021-02-03,"121.4","117.9",4,"ATL"
"UTA","UTA vs. POR",2021-04-08,"120.8","121.7",4,"POR"
"UTA","UTA @ PHI",2021-03-03,"120.8","147.8",4,"PHI"
"CHA","CHA vs. HOU",2021-02-08,"120.8","29.2",4,"HOU"
"HOU","HOU vs. SAS",2021-02-06,"120.8","117.4",4,"SAS"
"BOS","BOS @ SAC",2021-02-03,"120.8","145.8",4,"SAC"
"NYK","NYK vs. LAL",2021-04-12,"120.0","112.0",4,"LAL"
"MIN","MIN vs. CHI",2021-04-11,"120.0","125.0",4,"CHI"
"MIL","MIL @ SAC",2021-04-03,"120.0","142.3",4,"SAC"
"MIN","MIN @ PHI",2021-04-03,"120.0","104.2",4,"PHI"
"ORL","ORL @ NOP",2021-04-01,"120.0","100.0",4,"NOP"
"NYK","NYK @ WAS",2021-02-12,"120.0","108.0",4,"WAS"
"PHX","PHX vs. CLE",2021-02-08,"120.0","88.0",4,"CLE"
"LAC","LAC vs. SAC",2021-02-07,"120.0","130.8",4,"SAC"
"BOS","BOS @ LAC",2021-02-05,"120.0","126.9",4,"LAC"
"DEN","DEN vs. MIN",2021-01-05,"120.0","76.9",4,"MIN"
"CHI","CHI @ POR",2021-01-05,"120.0","92.0",4,"POR"
"GSW","GSW vs. HOU",2021-04-10,"119.2","111.5",4,"HOU"
"HOU","HOU vs. MIA",2021-02-11,"119.2","104.0",4,"MIA"
"CHA","CHA vs. UTA",2021-02-05,"119.2","118.5",4,"UTA"
"SAC","SAC @ NOP",2021-02-01,"119.2","60.0",4,"NOP"
"MEM","MEM vs. DEN",2021-03-12,"119.0","104.8",4,"DEN"
"TOR","TOR vs. DET",2021-03-03,"119.0","140.9",4,"DET"
"NYK","NYK @ SAS",2021-03-02,"119.0","160.0",4,"SAS"
"DET","DET vs. IND",2021-02-11,"119.0","138.1",4,"IND"
"BKN","BKN @ DET",2021-02-09,"119.0","133.3",4,"DET"
"CHA","CHA @ MIA",2021-02-01,"119.0","140.9",4,"MIA"
"UTA","UTA @ NYK",2021-01-06,"119.0","154.5",4,"NYK"
"LAC","LAC @ GSW",2021-01-06,"119.0","114.3",4,"GSW"
"ATL","ATL @ BKN",2021-01-01,"119.0","109.5",4,"BKN"
"WAS","WAS vs. LAC",2021-03-04,"118.5","115.4",4,"LAC"
"DAL","DAL vs. MIN",2021-02-08,"118.5","173.1",4,"MIN"
"UTA","UTA @ CHA",2021-02-05,"118.5","119.2",4,"CHA"
"POR","POR @ SAC",2021-01-09,"118.5","111.1",4,"SAC"
"CHI","CHI vs. DAL",2021-01-03,"118.5","96.4",4,"DAL"
"ORL","ORL vs. WAS",2021-04-07,"118.2","140.9",4,"WAS"
"BOS","BOS vs. PHI",2021-04-06,"118.2","95.5",4,"PHI"
"CHI","CHI vs. BKN",2021-04-04,"118.2","159.1",4,"BKN"
"POR","POR vs. GSW",2021-03-03,"118.2","113.0",4,"GSW"
"NYK","NYK vs. MIA",2021-02-07,"118.2","117.4",4,"MIA"
"PHX","PHX vs. LAC",2021-01-03,"118.2","109.1",4,"LAC"
"UTA","UTA vs. MIL",2021-02-12,"117.9","117.9",4,"MIL"
"MIL","MIL @ UTA",2021-02-12,"117.9","117.9",4,"UTA"
"ATL","ATL vs. DAL",2021-02-03,"117.9","121.4",4,"DAL"
"POR","POR vs. MIA",2021-04-11,"117.4","78.3",4,"MIA"
"MIA","MIA vs. LAL",2021-04-08,"117.4","109.1",4,"LAL"
"HOU","HOU vs. DAL",2021-04-07,"117.4","126.1",4,"DAL"
"POR","POR vs. PHX",2021-03-11,"117.4","160.9",4,"PHX"
"CLE","CLE @ HOU",2021-03-01,"117.4","87.0",4,"HOU"
