"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"POR","POR @ GSW",2021-01-01,"144.0","80.8",1,"GSW"
"BOS","BOS @ DET",2021-01-01,"46.2","108.0",1,"DET"
"CHA","CHA vs. MEM",2021-01-01,"79.2","95.8",1,"MEM"
"MEM","MEM @ CHA",2021-01-01,"95.8","79.2",1,"CHA"
"PHX","PHX @ DEN",2021-01-01,"130.8","123.1",1,"DEN"
"LAL","LAL @ SAS",2021-01-01,"100.0","124.0",1,"SAS"
"UTA","UTA vs. LAC",2021-01-01,"129.2","79.2",1,"LAC"
"BKN","BKN vs. ATL",2021-01-01,"82.1","103.6",1,"ATL"
"GSW","GSW vs. POR",2021-01-01,"80.8","144.0",1,"POR"
"DET","DET vs. BOS",2021-01-01,"108.0","46.2",1,"BOS"
"DAL","DAL vs. MIA",2021-01-01,"87.0","72.7",1,"MIA"
"WAS","WAS @ MIN",2021-01-01,"142.3","96.2",1,"MIN"
"CHI","CHI @ MIL",2021-01-01,"84.0","108.0",1,"MIL"
"SAS","SAS vs. LAL",2021-01-01,"124.0","100.0",1,"LAL"
"MIA","MIA @ DAL",2021-01-01,"72.7","87.0",1,"DAL"
"ATL","ATL @ BKN",2021-01-01,"103.6","82.1",1,"BKN"
"LAC","LAC @ UTA",2021-01-01,"79.2","129.2",1,"UTA"
"DEN","DEN vs. PHX",2021-01-01,"123.1","130.8",1,"PHX"
"MIN","MIN vs. WAS",2021-01-01,"96.2","142.3",1,"WAS"
"MIL","MIL vs. CHI",2021-01-01,"108.0","84.0",1,"CHI"
"CLE","CLE @ ATL",2021-01-02,"104.2","145.8",1,"ATL"
"NYK","NYK @ IND",2021-01-02,"113.0","127.3",1,"IND"
"TOR","TOR @ NOP",2021-01-02,"100.0","128.0",1,"NOP"
"HOU","HOU vs. SAC",2021-01-02,"144.0","144.0",1,"SAC"
"OKC","OKC @ ORL",2021-01-02,"103.7","126.9",1,"ORL"
"PHI","PHI vs. CHA",2021-01-02,"150.0","96.0",1,"CHA"
"ORL","ORL vs. OKC",2021-01-02,"126.9","103.7",1,"OKC"
"SAC","SAC @ HOU",2021-01-02,"144.0","144.0",1,"HOU"
"NOP","NOP vs. TOR",2021-01-02,"128.0","100.0",1,"TOR"
"ATL","ATL vs. CLE",2021-01-02,"145.8","104.2",1,"CLE"
"CHA","CHA @ PHI",2021-01-02,"96.0","150.0",1,"PHI"
"IND","IND vs. NYK",2021-01-02,"127.3","113.0",1,"NYK"
"CHI","CHI vs. DAL",2021-01-03,"124.0","119.2",1,"DAL"
"SAS","SAS vs. UTA",2021-01-03,"85.2","122.2",1,"UTA"
"MIN","MIN vs. DEN",2021-01-03,"116.7","116.0",1,"DEN"
"UTA","UTA @ SAS",2021-01-03,"122.2","85.2",1,"SAS"
"WAS","WAS @ BKN",2021-01-03,"103.6","100.0",1,"BKN"
"DEN","DEN @ MIN",2021-01-03,"116.0","116.7",1,"MIN"
"DAL","DAL @ CHI",2021-01-03,"119.2","124.0",1,"CHI"
"LAL","LAL @ MEM",2021-01-03,"108.7","150.0",1,"MEM"
"LAC","LAC @ PHX",2021-01-03,"142.3","88.9",1,"PHX"
"POR","POR @ GSW",2021-01-03,"117.9","128.6",1,"GSW"
"PHX","PHX vs. LAC",2021-01-03,"88.9","142.3",1,"LAC"
"GSW","GSW vs. POR",2021-01-03,"128.6","117.9",1,"POR"
"MEM","MEM vs. LAL",2021-01-03,"150.0","108.7",1,"LAL"
"DET","DET vs. BOS",2021-01-03,"137.5","129.2",1,"BOS"
"BKN","BKN vs. WAS",2021-01-03,"100.0","103.6",1,"WAS"
"BOS","BOS @ DET",2021-01-03,"129.2","137.5",1,"DET"
"MIL","MIL vs. DET",2021-01-04,"113.8","92.9",1,"DET"
"NOP","NOP vs. IND",2021-01-04,"96.0","108.3",1,"IND"
"TOR","TOR vs. BOS",2021-01-04,"133.3","92.0",1,"BOS"
"HOU","HOU vs. DAL",2021-01-04,"84.0","132.0",1,"DAL"
"SAC","SAC @ GSW",2021-01-04,"74.1","142.3",1,"GSW"
"BOS","BOS @ TOR",2021-01-04,"92.0","133.3",1,"TOR"
"ORL","ORL vs. CLE",2021-01-04,"104.0","73.1",1,"CLE"
"PHI","PHI vs. CHA",2021-01-04,"88.5","76.9",1,"CHA"
"NYK","NYK @ ATL",2021-01-04,"114.8","107.4",1,"ATL"
"DET","DET @ MIL",2021-01-04,"92.9","113.8",1,"MIL"
"MIA","MIA vs. OKC",2021-01-04,"96.3","100.0",1,"OKC"
"ATL","ATL vs. NYK",2021-01-04,"107.4","114.8",1,"NYK"
"CLE","CLE @ ORL",2021-01-04,"73.1","104.0",1,"ORL"
"IND","IND @ NOP",2021-01-04,"108.3","96.0",1,"NOP"
"CHA","CHA @ PHI",2021-01-04,"76.9","88.5",1,"PHI"
"OKC","OKC @ MIA",2021-01-04,"100.0","96.3",1,"MIA"
"GSW","GSW vs. SAC",2021-01-04,"142.3","74.1",1,"SAC"
"DAL","DAL @ HOU",2021-01-04,"132.0","84.0",1,"HOU"
"UTA","UTA @ BKN",2021-01-05,"56.0","145.8",1,"BKN"
"MEM","MEM vs. LAL",2021-01-05,"96.0","73.1",1,"LAL"
"MIN","MIN @ DEN",2021-01-05,"78.6","125.9",1,"DEN"
"LAC","LAC vs. SAS",2021-01-05,"112.5","150.0",1,"SAS"
"CHI","CHI @ POR",2021-01-05,"80.8","150.0",1,"POR"
"DEN","DEN vs. MIN",2021-01-05,"125.9","78.6",1,"MIN"
"BKN","BKN vs. UTA",2021-01-05,"145.8","56.0",1,"UTA"
"LAL","LAL @ MEM",2021-01-05,"73.1","96.0",1,"MEM"
"SAS","SAS @ LAC",2021-01-05,"150.0","112.5",1,"LAC"
"POR","POR vs. CHI",2021-01-05,"150.0","80.8",1,"CHI"
"OKC","OKC @ NOP",2021-01-06,"100.0","125.9",1,"NOP"
"TOR","TOR @ PHX",2021-01-06,"104.2","88.0",1,"PHX"
"LAC","LAC @ GSW",2021-01-06,"91.3","62.5",1,"GSW"
"CHA","CHA @ ATL",2021-01-06,"108.0","42.3",1,"ATL"
"ATL","ATL vs. CHA",2021-01-06,"42.3","108.0",1,"CHA"
"HOU","HOU @ IND",2021-01-06,"107.1","129.6",1,"IND"
"WAS","WAS @ PHI",2021-01-06,"96.0","126.9",1,"PHI"
"PHI","PHI vs. WAS",2021-01-06,"126.9","96.0",1,"WAS"
"CHI","CHI @ SAC",2021-01-06,"100.0","112.0",1,"SAC"
"NOP","NOP vs. OKC",2021-01-06,"125.9","100.0",1,"OKC"
"PHX","PHX vs. TOR",2021-01-06,"88.0","104.2",1,"TOR"
"NYK","NYK vs. UTA",2021-01-06,"80.0","112.5",1,"UTA"
"BOS","BOS @ MIA",2021-01-06,"141.7","104.0",1,"MIA"
"MIL","MIL vs. DET",2021-01-06,"163.0","122.2",1,"DET"
"GSW","GSW vs. LAC",2021-01-06,"62.5","91.3",1,"LAC"
"CLE","CLE @ ORL",2021-01-06,"92.0","60.0",1,"ORL"
"MIA","MIA vs. BOS",2021-01-06,"104.0","141.7",1,"BOS"
"ORL","ORL vs. CLE",2021-01-06,"60.0","92.0",1,"CLE"
"IND","IND vs. HOU",2021-01-06,"129.6","107.1",1,"HOU"
"SAC","SAC vs. CHI",2021-01-06,"112.0","100.0",1,"CHI"
"UTA","UTA @ NYK",2021-01-06,"112.5","80.0",1,"NYK"
"DET","DET @ MIL",2021-01-06,"122.2","163.0",1,"MIL"
"PHI","PHI @ BKN",2021-01-07,"89.7","96.6",1,"BKN"
"DAL","DAL @ DEN",2021-01-07,"84.6","112.0",1,"DEN"
"MEM","MEM vs. CLE",2021-01-07,"104.3","79.2",1,"CLE"
"MIN","MIN @ POR",2021-01-07,"100.0","96.6",1,"POR"
"POR","POR vs. MIN",2021-01-07,"96.6","100.0",1,"MIN"
"SAS","SAS @ LAL",2021-01-07,"130.8","100.0",1,"LAL"
"LAL","LAL vs. SAS",2021-01-07,"100.0","130.8",1,"SAS"
"CLE","CLE @ MEM",2021-01-07,"79.2","104.3",1,"MEM"
"DEN","DEN vs. DAL",2021-01-07,"112.0","84.6",1,"DAL"
"BKN","BKN vs. PHI",2021-01-07,"96.6","89.7",1,"PHI"
"MIL","MIL vs. UTA",2021-01-08,"114.8","130.8",1,"UTA"
"PHX","PHX @ DET",2021-01-08,"116.0","83.3",1,"DET"
"TOR","TOR @ SAC",2021-01-08,"134.6","159.3",1,"SAC"
"LAL","LAL vs. CHI",2021-01-08,"121.7","143.5",1,"CHI"
"OKC","OKC @ NYK",2021-01-08,"60.0","96.0",1,"NYK"
"NOP","NOP vs. CHA",2021-01-08,"152.0","88.0",1,"CHA"
"SAC","SAC vs. TOR",2021-01-08,"159.3","134.6",1,"TOR"
"BKN","BKN @ MEM",2021-01-08,"103.7","153.8",1,"MEM"
"HOU","HOU vs. ORL",2021-01-08,"133.3","73.9",1,"ORL"
"CHA","CHA @ NOP",2021-01-08,"88.0","152.0",1,"NOP"
"BOS","BOS vs. WAS",2021-01-08,"113.8","96.6",1,"WAS"
"UTA","UTA @ MIL",2021-01-08,"130.8","114.8",1,"MIL"
"LAC","LAC @ GSW",2021-01-08,"125.0","91.7",1,"GSW"
"WAS","WAS @ BOS",2021-01-08,"96.6","113.8",1,"BOS"
"GSW","GSW vs. LAC",2021-01-08,"91.7","125.0",1,"LAC"
"ORL","ORL @ HOU",2021-01-08,"73.9","133.3",1,"HOU"
"CHI","CHI @ LAL",2021-01-08,"143.5","121.7",1,"LAL"
"MEM","MEM vs. BKN",2021-01-08,"153.8","103.7",1,"BKN"
"DET","DET vs. PHX",2021-01-08,"83.3","116.0",1,"PHX"
"NYK","NYK vs. OKC",2021-01-08,"96.0","60.0",1,"OKC"
"MIL","MIL vs. CLE",2021-01-09,"112.5","58.3",1,"CLE"
"POR","POR @ SAC",2021-01-09,"140.7","85.7",1,"SAC"
"ORL","ORL @ DAL",2021-01-09,"108.0","150.0",1,"DAL"
"ATL","ATL @ CHA",2021-01-09,"131.8","121.7",1,"CHA"
"MIN","MIN vs. SAS",2021-01-09,"141.7","116.7",1,"SAS"
"MIA","MIA @ WAS",2021-01-09,"156.7","151.7",1,"WAS"
"DEN","DEN @ PHI",2021-01-09,"116.7","108.3",1,"PHI"
"CLE","CLE @ MIL",2021-01-09,"58.3","112.5",1,"MIL"
"PHI","PHI vs. DEN",2021-01-09,"108.3","116.7",1,"DEN"
"SAS","SAS @ MIN",2021-01-09,"116.7","141.7",1,"MIN"
"PHX","PHX @ IND",2021-01-09,"115.4","118.5",1,"IND"
"WAS","WAS vs. MIA",2021-01-09,"151.7","156.7",1,"MIA"
"CHA","CHA vs. ATL",2021-01-09,"121.7","131.8",1,"ATL"
"IND","IND vs. PHX",2021-01-09,"118.5","115.4",1,"PHX"
"DAL","DAL vs. ORL",2021-01-09,"150.0","108.0",1,"ORL"
"SAC","SAC vs. POR",2021-01-09,"85.7","140.7",1,"POR"
"NYK","NYK vs. DEN",2021-01-10,"100.0","133.3",1,"DEN"
"OKC","OKC @ BKN",2021-01-10,"103.6","151.9",1,"BKN"
"BKN","BKN vs. OKC",2021-01-10,"151.9","103.6",1,"OKC"
"LAL","LAL @ HOU",2021-01-10,"89.3","72.4",1,"HOU"
"CHI","CHI @ LAC",2021-01-10,"124.0","88.0",1,"LAC"
"LAC","LAC vs. CHI",2021-01-10,"88.0","124.0",1,"CHI"
"DEN","DEN @ NYK",2021-01-10,"133.3","100.0",1,"NYK"
"MIN","MIN vs. SAS",2021-01-10,"92.6","78.6",1,"SAS"
"DET","DET vs. UTA",2021-01-10,"82.6","147.8",1,"UTA"
"HOU","HOU vs. LAL",2021-01-10,"72.4","89.3",1,"LAL"
"SAS","SAS @ MIN",2021-01-10,"78.6","92.6",1,"MIN"
"UTA","UTA @ DET",2021-01-10,"147.8","82.6",1,"DET"
"TOR","TOR @ GSW",2021-01-10,"88.9","114.8",1,"GSW"
"GSW","GSW vs. TOR",2021-01-10,"114.8","88.9",1,"TOR"
"NYK","NYK @ CHA",2021-01-11,"113.6","134.8",1,"CHA"
"WAS","WAS vs. PHX",2021-01-11,"131.8","68.2",1,"PHX"
"POR","POR vs. TOR",2021-01-11,"84.0","128.0",1,"TOR"
"PHI","PHI @ ATL",2021-01-11,"118.5","100.0",1,"ATL"
"ATL","ATL vs. PHI",2021-01-11,"100.0","118.5",1,"PHI"
"CHA","CHA vs. NYK",2021-01-11,"134.8","113.6",1,"NYK"
"CLE","CLE vs. MEM",2021-01-11,"112.5","104.3",1,"MEM"
"PHX","PHX @ WAS",2021-01-11,"68.2","131.8",1,"WAS"
"MIL","MIL @ ORL",2021-01-11,"100.0","95.8",1,"ORL"
"MEM","MEM @ CLE",2021-01-11,"104.3","112.5",1,"CLE"
"ORL","ORL vs. MIL",2021-01-11,"95.8","100.0",1,"MIL"
"TOR","TOR @ POR",2021-01-11,"128.0","84.0",1,"POR"
"SAC","SAC vs. IND",2021-01-11,"111.1","111.1",1,"IND"
"IND","IND @ SAC",2021-01-11,"111.1","111.1",1,"SAC"
"DEN","DEN @ BKN",2021-01-12,"134.6","100.0",1,"BKN"
"HOU","HOU vs. LAL",2021-01-12,"58.3","152.2",1,"LAL"
"CLE","CLE vs. UTA",2021-01-12,"78.3","95.7",1,"UTA"
"MIA","MIA @ PHI",2021-01-12,"89.3","96.6",1,"PHI"
"IND","IND @ GSW",2021-01-12,"79.2","112.0",1,"GSW"
"LAL","LAL @ HOU",2021-01-12,"152.2","58.3",1,"HOU"
"UTA","UTA @ CLE",2021-01-12,"95.7","78.3",1,"CLE"
"SAS","SAS @ OKC",2021-01-12,"113.0","108.3",1,"OKC"
"OKC","OKC vs. SAS",2021-01-12,"108.3","113.0",1,"SAS"
"GSW","GSW vs. IND",2021-01-12,"112.0","79.2",1,"IND"
"BKN","BKN vs. DEN",2021-01-12,"100.0","134.6",1,"DEN"
"PHI","PHI vs. MIA",2021-01-12,"96.6","89.3",1,"MIA"
"CHA","CHA @ MIA",2021-02-01,"107.7","111.5",1,"MIA"
"NYK","NYK @ CHI",2021-02-01,"103.8","123.1",1,"CHI"
"POR","POR @ MIL",2021-02-01,"138.5","176.9",1,"MIL"
"CLE","CLE vs. MIN",2021-02-01,"107.4","111.5",1,"MIN"
"LAL","LAL @ ATL",2021-02-01,"112.0","100.0",1,"ATL"
"SAS","SAS vs. MEM",2021-02-01,"119.2","126.9",1,"MEM"
"MIL","MIL vs. POR",2021-02-01,"176.9","138.5",1,"POR"
"DAL","DAL vs. PHX",2021-02-01,"81.5","78.6",1,"PHX"
"CHI","CHI vs. NYK",2021-02-01,"123.1","103.8",1,"NYK"
"MIN","MIN @ CLE",2021-02-01,"111.5","107.4",1,"CLE"
"ATL","ATL vs. LAL",2021-02-01,"100.0","112.0",1,"LAL"
"OKC","OKC vs. HOU",2021-02-01,"85.7","171.4",1,"HOU"
"MEM","MEM @ SAS",2021-02-01,"126.9","119.2",1,"SAS"
"HOU","HOU @ OKC",2021-02-01,"171.4","85.7",1,"OKC"
"NOP","NOP vs. SAC",2021-02-01,"137.5","120.0",1,"SAC"
"PHX","PHX @ DAL",2021-02-01,"78.6","81.5",1,"DAL"
"SAC","SAC @ NOP",2021-02-01,"120.0","137.5",1,"NOP"
"MIA","MIA vs. CHA",2021-02-01,"111.5","107.7",1,"CHA"
"BOS","BOS @ GSW",2021-02-02,"96.0","134.6",1,"GSW"
"LAC","LAC @ BKN",2021-02-02,"128.0","100.0",1,"BKN"
"TOR","TOR @ ORL",2021-02-02,"143.5","134.8",1,"ORL"
"IND","IND vs. MEM",2021-02-02,"137.0","100.0",1,"MEM"
"UTA","UTA vs. DET",2021-02-02,"132.0","88.0",1,"DET"
"BKN","BKN vs. LAC",2021-02-02,"100.0","128.0",1,"LAC"
"DET","DET @ UTA",2021-02-02,"88.0","132.0",1,"UTA"
"POR","POR @ WAS",2021-02-02,"153.8","85.2",1,"WAS"
"GSW","GSW vs. BOS",2021-02-02,"134.6","96.0",1,"BOS"
"MEM","MEM @ IND",2021-02-02,"100.0","137.0",1,"IND"
"WAS","WAS vs. POR",2021-02-02,"85.2","153.8",1,"POR"
"ORL","ORL vs. TOR",2021-02-02,"134.8","143.5",1,"TOR"
"IND","IND @ MIL",2021-02-03,"84.0","116.0",1,"MIL"
"SAS","SAS vs. MIN",2021-02-03,"111.5","122.2",1,"MIN"
"WAS","WAS @ MIA",2021-02-03,"110.7","121.4",1,"MIA"
"PHI","PHI @ CHA",2021-02-03,"130.4","56.5",1,"CHA"
"HOU","HOU @ OKC",2021-02-03,"83.3","103.4",1,"OKC"
"SAC","SAC vs. BOS",2021-02-03,"88.0","104.0",1,"BOS"
"NOP","NOP vs. PHX",2021-02-03,"121.7","108.7",1,"PHX"
"MIL","MIL vs. IND",2021-02-03,"116.0","84.0",1,"IND"
"OKC","OKC vs. HOU",2021-02-03,"103.4","83.3",1,"HOU"
"PHX","PHX @ NOP",2021-02-03,"108.7","121.7",1,"NOP"
"CHA","CHA vs. PHI",2021-02-03,"56.5","130.4",1,"PHI"
"ATL","ATL vs. DAL",2021-02-03,"88.0","104.0",1,"DAL"
"MIA","MIA vs. WAS",2021-02-03,"121.4","110.7",1,"WAS"
"MIN","MIN @ SAS",2021-02-03,"122.2","111.5",1,"SAS"
"LAC","LAC @ CLE",2021-02-03,"143.5","108.7",1,"CLE"
"NYK","NYK @ CHI",2021-02-03,"136.0","70.8",1,"CHI"
"DAL","DAL @ ATL",2021-02-03,"104.0","88.0",1,"ATL"
"CHI","CHI vs. NYK",2021-02-03,"70.8","136.0",1,"NYK"
"CLE","CLE vs. LAC",2021-02-03,"108.7","143.5",1,"LAC"
"BOS","BOS @ SAC",2021-02-03,"104.0","88.0",1,"SAC"
"DEN","DEN @ LAL",2021-02-04,"130.4","122.7",1,"LAL"
"GSW","GSW @ DAL",2021-02-04,"138.5","130.8",1,"DAL"
"POR","POR @ PHI",2021-02-04,"103.7","100.0",1,"PHI"
"PHI","PHI vs. POR",2021-02-04,"100.0","103.7",1,"POR"
"ATL","ATL vs. UTA",2021-02-04,"64.0","80.0",1,"UTA"
"LAL","LAL vs. DEN",2021-02-04,"122.7","130.4",1,"DEN"
"DAL","DAL vs. GSW",2021-02-04,"130.8","138.5",1,"GSW"
"MEM","MEM vs. HOU",2021-02-04,"103.8","100.0",1,"HOU"
"UTA","UTA @ ATL",2021-02-04,"80.0","64.0",1,"ATL"
"HOU","HOU @ MEM",2021-02-04,"100.0","103.8",1,"MEM"
"DET","DET @ PHX",2021-02-05,"92.3","103.8",1,"PHX"
"CLE","CLE vs. MIL",2021-02-05,"117.9","92.9",1,"MIL"
"IND","IND vs. NOP",2021-02-05,"125.0","117.4",1,"NOP"
"PHX","PHX vs. DET",2021-02-05,"103.8","92.3",1,"DET"
"OKC","OKC vs. MIN",2021-02-05,"85.2","96.2",1,"MIN"
"LAC","LAC vs. BOS",2021-02-05,"143.5","95.5",1,"BOS"
"ORL","ORL vs. CHI",2021-02-05,"143.5","140.9",1,"CHI"
"MIL","MIL @ CLE",2021-02-05,"92.9","117.9",1,"CLE"
"NOP","NOP @ IND",2021-02-05,"117.4","125.0",1,"IND"
"CHA","CHA vs. UTA",2021-02-05,"128.0","120.0",1,"UTA"
"UTA","UTA @ CHA",2021-02-05,"120.0","128.0",1,"CHA"
"WAS","WAS @ MIA",2021-02-05,"103.8","160.0",1,"MIA"
"TOR","TOR @ BKN",2021-02-05,"136.0","88.5",1,"BKN"
"BKN","BKN vs. TOR",2021-02-05,"88.5","136.0",1,"TOR"
"CHI","CHI @ ORL",2021-02-05,"140.9","143.5",1,"ORL"
"MIN","MIN @ OKC",2021-02-05,"96.2","85.2",1,"OKC"
"BOS","BOS @ LAC",2021-02-05,"95.5","143.5",1,"LAC"
"MIA","MIA vs. WAS",2021-02-05,"160.0","103.8",1,"WAS"
"HOU","HOU vs. SAS",2021-02-06,"82.1","107.4",1,"SAS"
"TOR","TOR @ ATL",2021-02-06,"130.8","103.7",1,"ATL"
"POR","POR @ NYK",2021-02-06,"134.8","113.0",1,"NYK"
"DET","DET @ LAL",2021-02-06,"111.5","103.8",1,"LAL"
"ATL","ATL vs. TOR",2021-02-06,"103.7","130.8",1,"TOR"
"SAC","SAC vs. DEN",2021-02-06,"108.3","100.0",1,"DEN"
"LAL","LAL vs. DET",2021-02-06,"103.8","111.5",1,"DET"
"SAS","SAS @ HOU",2021-02-06,"107.4","82.1",1,"HOU"
"GSW","GSW @ DAL",2021-02-06,"106.9","120.7",1,"DAL"
"CLE","CLE vs. MIL",2021-02-06,"88.0","100.0",1,"MIL"
"ORL","ORL vs. CHI",2021-02-06,"119.2","124.0",1,"CHI"
"DEN","DEN @ SAC",2021-02-06,"100.0","108.3",1,"SAC"
"OKC","OKC vs. MIN",2021-02-06,"159.3","92.3",1,"MIN"
"MEM","MEM @ NOP",2021-02-06,"137.5","124.0",1,"NOP"
"NOP","NOP vs. MEM",2021-02-06,"124.0","137.5",1,"MEM"
"MIL","MIL @ CLE",2021-02-06,"100.0","88.0",1,"CLE"
"CHI","CHI @ ORL",2021-02-06,"124.0","119.2",1,"ORL"
"BKN","BKN @ PHI",2021-02-06,"111.5","125.9",1,"PHI"
"NYK","NYK vs. POR",2021-02-06,"113.0","134.8",1,"POR"
"MIN","MIN @ OKC",2021-02-06,"92.3","159.3",1,"OKC"
"PHI","PHI vs. BKN",2021-02-06,"125.9","111.5",1,"BKN"
"DAL","DAL vs. GSW",2021-02-06,"120.7","106.9",1,"GSW"
"MIA","MIA @ NYK",2021-02-07,"89.3","85.2",1,"NYK"
"PHX","PHX vs. BOS",2021-02-07,"122.7","86.4",1,"BOS"
"UTA","UTA @ IND",2021-02-07,"104.2","80.0",1,"IND"
"IND","IND vs. UTA",2021-02-07,"80.0","104.2",1,"UTA"
"LAC","LAC vs. SAC",2021-02-07,"100.0","88.0",1,"SAC"
"BOS","BOS @ PHX",2021-02-07,"86.4","122.7",1,"PHX"
"NYK","NYK vs. MIA",2021-02-07,"85.2","89.3",1,"MIA"
"WAS","WAS @ CHA",2021-02-07,"114.8","125.9",1,"CHA"
"CHA","CHA vs. WAS",2021-02-07,"125.9","114.8",1,"WAS"
"SAC","SAC @ LAC",2021-02-07,"88.0","100.0",1,"LAC"
"DAL","DAL vs. MIN",2021-02-08,"165.4","84.6",1,"MIN"
"MIL","MIL @ DEN",2021-02-08,"148.0","168.0",1,"DEN"
"HOU","HOU @ CHA",2021-02-08,"108.0","128.0",1,"CHA"
"MIN","MIN @ DAL",2021-02-08,"84.6","165.4",1,"DAL"
"WAS","WAS @ CHI",2021-02-08,"88.9","96.4",1,"CHI"
"CHI","CHI vs. WAS",2021-02-08,"96.4","88.9",1,"WAS"
"OKC","OKC @ LAL",2021-02-08,"117.9","92.9",1,"LAL"
"DEN","DEN vs. MIL",2021-02-08,"168.0","148.0",1,"MIL"
"SAS","SAS vs. GSW",2021-02-08,"108.0","144.0",1,"GSW"
"GSW","GSW @ SAS",2021-02-08,"144.0","108.0",1,"SAS"
"CLE","CLE @ PHX",2021-02-08,"112.0","141.7",1,"PHX"
"LAL","LAL vs. OKC",2021-02-08,"92.9","117.9",1,"OKC"
"PHX","PHX vs. CLE",2021-02-08,"141.7","112.0",1,"CLE"
"MEM","MEM vs. TOR",2021-02-08,"141.7","145.8",1,"TOR"
"TOR","TOR @ MEM",2021-02-08,"145.8","141.7",1,"MEM"
"CHA","CHA vs. HOU",2021-02-08,"128.0","108.0",1,"HOU"
"UTA","UTA vs. BOS",2021-02-09,"114.3","128.6",1,"BOS"
"MIA","MIA vs. NYK",2021-02-09,"112.5","104.2",1,"NYK"
"GSW","GSW @ SAS",2021-02-09,"103.7","96.3",1,"SAS"
"BKN","BKN @ DET",2021-02-09,"92.9","140.7",1,"DET"
"PHI","PHI @ SAC",2021-02-09,"144.8","114.3",1,"SAC"
"DET","DET vs. BKN",2021-02-09,"140.7","92.9",1,"BKN"
"SAC","SAC vs. PHI",2021-02-09,"114.3","144.8",1,"PHI"
"POR","POR vs. ORL",2021-02-09,"114.8","70.4",1,"ORL"
"HOU","HOU @ NOP",2021-02-09,"100.0","115.4",1,"NOP"
"SAS","SAS vs. GSW",2021-02-09,"96.3","103.7",1,"GSW"
"ORL","ORL @ POR",2021-02-09,"70.4","114.8",1,"POR"
"NOP","NOP vs. HOU",2021-02-09,"115.4","100.0",1,"HOU"
"BOS","BOS @ UTA",2021-02-09,"128.6","114.3",1,"UTA"
"NYK","NYK @ MIA",2021-02-09,"104.2","112.5",1,"MIA"
"TOR","TOR @ WAS",2021-02-10,"142.9","100.0",1,"WAS"
"CLE","CLE @ DEN",2021-02-10,"68.0","136.0",1,"DEN"
"MIN","MIN vs. LAC",2021-02-10,"128.0","108.0",1,"LAC"
"WAS","WAS vs. TOR",2021-02-10,"100.0","142.9",1,"TOR"
"BKN","BKN vs. IND",2021-02-10,"108.0","72.0",1,"IND"
"CHI","CHI vs. NOP",2021-02-10,"169.2","130.8",1,"NOP"
"DEN","DEN vs. CLE",2021-02-10,"136.0","68.0",1,"CLE"
"NOP","NOP @ CHI",2021-02-10,"130.8","169.2",1,"CHI"
"LAL","LAL vs. OKC",2021-02-10,"88.5","142.3",1,"OKC"
"IND","IND @ BKN",2021-02-10,"72.0","108.0",1,"BKN"
"CHA","CHA @ MEM",2021-02-10,"146.2","130.8",1,"MEM"
"MEM","MEM vs. CHA",2021-02-10,"130.8","146.2",1,"CHA"
"DAL","DAL vs. ATL",2021-02-10,"126.9","128.0",1,"ATL"
"MIL","MIL @ PHX",2021-02-10,"139.1","145.5",1,"PHX"
"ATL","ATL @ DAL",2021-02-10,"128.0","126.9",1,"DAL"
"PHX","PHX vs. MIL",2021-02-10,"145.5","139.1",1,"MIL"
"LAC","LAC @ MIN",2021-02-10,"108.0","128.0",1,"MIN"
"OKC","OKC @ LAL",2021-02-10,"142.3","88.5",1,"LAL"
"PHI","PHI @ POR",2021-02-11,"144.0","154.2",1,"POR"
"IND","IND @ DET",2021-02-11,"121.7","82.6",1,"DET"
"MIA","MIA @ HOU",2021-02-11,"76.0","116.0",1,"HOU"
"ORL","ORL @ GSW",2021-02-11,"76.0","116.0",1,"GSW"
"BOS","BOS vs. TOR",2021-02-11,"141.7","120.8",1,"TOR"
"DET","DET vs. IND",2021-02-11,"82.6","121.7",1,"IND"
"HOU","HOU vs. MIA",2021-02-11,"116.0","76.0",1,"MIA"
"TOR","TOR @ BOS",2021-02-11,"120.8","141.7",1,"BOS"
"GSW","GSW vs. ORL",2021-02-11,"116.0","76.0",1,"ORL"
"POR","POR vs. PHI",2021-02-11,"154.2","144.0",1,"PHI"
"MIN","MIN @ CHA",2021-02-12,"111.1","92.6",1,"CHA"
"DAL","DAL vs. NOP",2021-02-12,"108.0","136.0",1,"NOP"
"POR","POR vs. CLE",2021-02-12,"136.0","88.5",1,"CLE"
"CHI","CHI vs. LAC",2021-02-12,"96.2","115.4",1,"LAC"
"NYK","NYK @ WAS",2021-02-12,"120.0","92.0",1,"WAS"
"DEN","DEN vs. OKC",2021-02-12,"66.7","112.0",1,"OKC"
"ATL","ATL vs. SAS",2021-02-12,"107.4","128.6",1,"SAS"
"OKC","OKC @ DEN",2021-02-12,"112.0","66.7",1,"DEN"
"DET","DET @ BOS",2021-02-12,"108.0","88.5",1,"BOS"
"NOP","NOP @ DAL",2021-02-12,"136.0","108.0",1,"DAL"
"WAS","WAS vs. NYK",2021-02-12,"92.0","120.0",1,"NYK"
"CLE","CLE @ POR",2021-02-12,"88.5","136.0",1,"POR"
"BOS","BOS vs. DET",2021-02-12,"88.5","108.0",1,"DET"
"CHA","CHA vs. MIN",2021-02-12,"92.6","111.1",1,"MIN"
