"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"LAC","LAC @ OKC",2020-03-03,"146.2","103.8",1,"OKC"
"POR","POR @ UTA",2020-02-07,"146.2","123.1",1,"UTA"
"SAS","SAS @ POR",2020-02-06,"145.8","112.5",1,"POR"
"CHI","CHI @ DET",2020-01-11,"145.8","80.0",1,"DET"
"BKN","BKN @ UTA",2019-11-12,"145.8","120.8",1,"UTA"
"LAL","LAL vs. NOP",2020-01-03,"144.8","107.1",1,"NOP"
"MIN","MIN @ WAS",2019-11-02,"144.8","113.3",1,"WAS"
"NOP","NOP @ SAC",2020-08-06,"144.4","181.5",1,"SAC"
"LAL","LAL vs. MIN",2019-12-08,"144.4","119.2",1,"MIN"
"TOR","TOR @ MIL",2020-08-10,"144.0","124.0",1,"MIL"
"POR","POR vs. PHX",2020-03-10,"144.0","116.7",1,"PHX"
"TOR","TOR @ IND",2020-02-07,"144.0","119.2",1,"IND"
"MEM","MEM @ UTA",2019-12-07,"144.0","133.3",1,"UTA"
"BOS","BOS vs. DEN",2019-12-06,"143.5","113.0",1,"DEN"
"DEN","DEN @ NYK",2019-12-05,"143.5","117.4",1,"NYK"
"LAC","LAC vs. MIN",2020-02-01,"142.9","110.3",1,"MIN"
"SAC","SAC vs. DAL",2020-08-04,"142.3","108.0",1,"DAL"
"LAC","LAC vs. NOP",2020-08-01,"142.3","96.2",1,"NOP"
"MEM","MEM vs. SAS",2020-01-10,"142.3","128.0",1,"SAS"
"NYK","NYK @ PHX",2020-01-03,"142.3","116.0",1,"PHX"
"TOR","TOR vs. UTA",2019-12-01,"142.3","76.9",1,"UTA"
"SAS","SAS vs. IND",2020-03-02,"141.7","104.0",1,"IND"
"DEN","DEN @ CHA",2020-03-05,"140.9","154.5",1,"CHA"
"CHA","CHA vs. TOR",2020-01-08,"140.9","126.1",1,"TOR"
"MIA","MIA vs. POR",2020-01-05,"140.9","86.4",1,"POR"
"SAC","SAC @ ATL",2019-11-08,"140.9","109.1",1,"ATL"
"MEM","MEM vs. ATL",2020-03-07,"140.7","69.2",1,"ATL"
"MEM","MEM vs. ORL",2020-03-10,"140.0","108.0",1,"ORL"
"LAC","LAC @ GSW",2020-03-10,"140.0","104.0",1,"GSW"
"UTA","UTA @ NYK",2020-03-04,"140.0","104.0",1,"NYK"
"PHI","PHI @ LAL",2020-03-03,"140.0","112.0",1,"LAL"
"POR","POR @ ORL",2020-03-02,"140.0","112.0",1,"ORL"
"PHX","PHX vs. TOR",2020-03-03,"139.3","103.4",1,"TOR"
"CHA","CHA @ ATL",2020-03-09,"139.1","139.1",1,"ATL"
"ATL","ATL vs. CHA",2020-03-09,"139.1","139.1",1,"CHA"
"UTA","UTA vs. DEN",2020-02-05,"139.1","108.7",1,"DEN"
"MIA","MIA @ TOR",2019-12-03,"139.1","100.0",1,"TOR"
"POR","POR @ GSW",2019-11-04,"139.1","147.8",1,"GSW"
"SAC","SAC vs. HOU",2020-08-09,"138.5","88.5",1,"HOU"
"SAS","SAS vs. UTA",2020-08-07,"138.5","108.0",1,"UTA"
"WAS","WAS vs. CHI",2020-02-11,"138.5","100.0",1,"CHI"
"BKN","BKN @ TOR",2020-02-08,"138.5","132.0",1,"TOR"
"MEM","MEM vs. DET",2020-02-03,"138.5","123.1",1,"DET"
"DAL","DAL vs. ATL",2020-02-01,"138.5","100.0",1,"ATL"
"BKN","BKN @ WAS",2020-02-01,"138.5","103.8",1,"WAS"
"MIA","MIA vs. ATL",2019-12-10,"138.5","115.4",1,"ATL"
"SAC","SAC @ DAL",2019-12-08,"138.5","103.8",1,"DAL"
"OKC","OKC vs. GSW",2019-11-09,"138.5","103.8",1,"GSW"
"MIL","MIL vs. TOR",2019-11-02,"138.5","65.4",1,"TOR"
"TOR","TOR vs. MIN",2020-02-10,"137.9","120.0",1,"MIN"
"NOP","NOP vs. PHX",2019-12-05,"137.9","135.7",1,"PHX"
"DAL","DAL vs. DEN",2020-03-11,"137.5","116.0",1,"DEN"
"HOU","HOU vs. UTA",2020-02-09,"137.5","100.0",1,"UTA"
"DAL","DAL vs. CHI",2020-01-06,"137.5","112.5",1,"CHI"
"DEN","DEN vs. POR",2019-12-12,"137.5","104.0",1,"POR"
"OKC","OKC @ NOP",2019-12-01,"137.5","120.8",1,"NOP"
"CLE","CLE vs. NYK",2020-02-03,"137.0","122.2",1,"NYK"
"BKN","BKN vs. ATL",2020-01-12,"137.0","61.5",1,"ATL"
"CHI","CHI vs. ATL",2019-12-11,"137.0","122.2",1,"ATL"
"PHX","PHX vs. BKN",2019-11-10,"137.0","111.1",1,"BKN"
"MEM","MEM vs. MIN",2019-11-06,"137.0","92.9",1,"MIN"
"OKC","OKC vs. MIN",2019-12-06,"136.4","122.7",1,"MIN"
"BOS","BOS vs. BKN",2020-08-05,"136.0","96.2",1,"BKN"
"PHX","PHX vs. POR",2020-03-06,"136.0","84.6",1,"POR"
"CHA","CHA @ HOU",2020-02-04,"136.0","88.0",1,"HOU"
"ATL","ATL vs. BOS",2020-02-03,"136.0","112.0",1,"BOS"
"WAS","WAS vs. UTA",2020-01-12,"136.0","88.5",1,"UTA"
"SAS","SAS @ BOS",2020-01-08,"136.0","91.7",1,"BOS"
"OKC","OKC @ CLE",2020-01-04,"136.0","108.0",1,"CLE"
"MIN","MIN vs. GSW",2020-01-02,"136.0","76.0",1,"GSW"
"DAL","DAL @ DET",2019-12-12,"136.0","116.0",1,"DET"
"MIL","MIL vs. SAC",2020-02-10,"135.7","85.7",1,"SAC"
"PHX","PHX @ NOP",2019-12-05,"135.7","137.9",1,"NOP"
"LAL","LAL vs. PHX",2020-02-10,"134.8","130.4",1,"PHX"
"DAL","DAL @ CHA",2020-02-08,"134.8","45.5",1,"CHA"
"PHX","PHX @ DET",2020-02-05,"134.8","158.3",1,"DET"
"MIA","MIA @ NYK",2020-01-12,"134.8","112.5",1,"NYK"
"ATL","ATL vs. DEN",2020-01-06,"134.8","131.8",1,"DEN"
"DAL","DAL vs. MIL",2020-08-08,"134.6","123.1",1,"MIL"
"PHI","PHI vs. SAS",2020-08-03,"134.6","123.1",1,"SAS"
"CLE","CLE vs. SAS",2020-03-08,"134.6","72.0",1,"SAS"
"SAC","SAC @ POR",2019-12-04,"134.6","115.4",1,"POR"
"DET","DET @ IND",2019-11-08,"134.6","108.0",1,"IND"
"IND","IND @ CHA",2019-11-05,"134.6","76.9",1,"CHA"
"LAC","LAC vs. WAS",2019-12-01,"134.5","125.0",1,"WAS"
"WAS","WAS vs. NYK",2020-03-10,"133.3","114.8",1,"NYK"
"MIL","MIL vs. IND",2020-03-04,"133.3","88.5",1,"IND"
"MIN","MIN vs. CHA",2020-02-12,"133.3","103.7",1,"CHA"
"UTA","UTA @ DAL",2020-02-10,"133.3","96.0",1,"DAL"
"LAC","LAC @ CLE",2020-02-09,"133.3","75.0",1,"CLE"
"OKC","OKC vs. BOS",2020-02-09,"133.3","121.7",1,"BOS"
"BOS","BOS vs. ORL",2020-02-05,"133.3","100.0",1,"ORL"
"DAL","DAL vs. DEN",2020-01-08,"133.3","117.4",1,"DEN"
"NOP","NOP vs. UTA",2020-01-06,"133.3","129.6",1,"UTA"
"CHA","CHA @ DAL",2020-01-04,"133.3","83.3",1,"DAL"
"ATL","ATL @ BOS",2020-01-03,"133.3","79.2",1,"BOS"
"TOR","TOR vs. LAC",2019-12-11,"133.3","108.0",1,"LAC"
"BOS","BOS @ IND",2019-12-11,"133.3","130.4",1,"IND"
"PHI","PHI vs. CLE",2019-12-07,"133.3","69.2",1,"CLE"
"UTA","UTA vs. MEM",2019-12-07,"133.3","144.0",1,"MEM"
"CHA","CHA vs. BKN",2019-12-06,"133.3","116.0",1,"BKN"
"SAC","SAC @ NYK",2019-11-03,"133.3","95.8",1,"NYK"
"POR","POR vs. LAC",2020-08-08,"132.1","125.9",1,"LAC"
"MIA","MIA vs. BOS",2020-08-04,"132.0","116.7",1,"BOS"
"DEN","DEN @ CLE",2020-03-07,"132.0","95.8",1,"CLE"
"DAL","DAL vs. MEM",2020-03-06,"132.0","116.7",1,"MEM"
"WAS","WAS vs. ATL",2020-03-06,"132.0","130.8",1,"ATL"
"LAC","LAC @ HOU",2020-03-05,"132.0","92.0",1,"HOU"
"LAL","LAL @ GSW",2020-02-08,"132.0","96.2",1,"GSW"
"TOR","TOR vs. BKN",2020-02-08,"132.0","138.5",1,"BKN"
"POR","POR vs. UTA",2020-02-01,"132.0","130.8",1,"UTA"
"UTA","UTA @ ORL",2020-01-04,"132.0","100.0",1,"ORL"
"BKN","BKN vs. TOR",2020-01-04,"132.0","96.0",1,"TOR"
"PHX","PHX vs. MIN",2019-12-09,"132.0","124.0",1,"MIN"
"ORL","ORL vs. IND",2019-11-10,"132.0","120.8",1,"IND"
"DET","DET vs. NYK",2019-11-06,"132.0","100.0",1,"NYK"
"OKC","OKC vs. DET",2020-02-07,"131.8","104.3",1,"DET"
"DEN","DEN @ ATL",2020-01-06,"131.8","134.8",1,"ATL"
"POR","POR vs. MIA",2020-02-09,"131.0","128.6",1,"MIA"
"ORL","ORL @ HOU",2020-03-08,"130.8","92.3",1,"HOU"
"ATL","ATL @ WAS",2020-03-06,"130.8","132.0",1,"WAS"
"PHX","PHX vs. GSW",2020-02-12,"130.8","92.3",1,"GSW"
"IND","IND vs. MIL",2020-02-12,"130.8","74.1",1,"MIL"
"UTA","UTA @ POR",2020-02-01,"130.8","132.0",1,"POR"
"POR","POR @ MIN",2020-01-09,"130.8","107.7",1,"MIN"
"MEM","MEM vs. DAL",2019-11-09,"130.8","114.8",1,"DAL"
"DAL","DAL @ UTA",2020-08-10,"130.4","158.3",1,"UTA"
"CHA","CHA vs. HOU",2020-03-07,"130.4","70.8",1,"HOU"
"PHX","PHX @ LAL",2020-02-10,"130.4","134.8",1,"LAL"
"DEN","DEN vs. SAS",2020-02-10,"130.4","173.9",1,"SAS"
"SAS","SAS vs. CHA",2020-02-01,"130.4","127.3",1,"CHA"
"IND","IND vs. BOS",2019-12-11,"130.4","133.3",1,"BOS"
"TOR","TOR @ CHI",2019-12-09,"130.4","130.4",1,"CHI"
"CHI","CHI vs. TOR",2019-12-09,"130.4","130.4",1,"TOR"
"GSW","GSW vs. CHA",2019-11-02,"130.4","104.2",1,"CHA"
"MIN","MIN @ HOU",2020-03-10,"129.6","92.9",1,"HOU"
"WAS","WAS @ GSW",2020-03-01,"129.6","103.7",1,"GSW"
"BKN","BKN vs. PHX",2020-02-03,"129.6","114.8",1,"PHX"
"UTA","UTA @ NOP",2020-01-06,"129.6","133.3",1,"NOP"
"MIL","MIL vs. NOP",2019-12-11,"129.6","74.1",1,"NOP"
"LAC","LAC @ WAS",2019-12-08,"129.6","92.6",1,"WAS"
"LAL","LAL vs. DEN",2020-08-10,"129.2","108.7",1,"DEN"
"UTA","UTA @ CLE",2020-03-02,"129.2","104.2",1,"CLE"
"MIA","MIA @ IND",2020-01-08,"129.2","100.0",1,"IND"
"PHI","PHI vs. OKC",2020-01-06,"129.2","124.0",1,"OKC"
"OKC","OKC vs. ORL",2019-11-05,"129.2","113.0",1,"ORL"
"DAL","DAL @ CLE",2019-11-03,"129.2","116.7",1,"CLE"
"NYK","NYK vs. HOU",2020-03-02,"128.6","110.7",1,"HOU"
"POR","POR @ NOP",2020-02-11,"128.6","96.4",1,"NOP"
"MIA","MIA @ POR",2020-02-09,"128.6","131.0",1,"POR"
"WAS","WAS vs. GSW",2020-02-03,"128.6","148.1",1,"GSW"
"NYK","NYK @ DAL",2019-11-08,"128.6","96.6",1,"DAL"
"MIA","MIA vs. PHX",2020-08-08,"128.0","100.0",1,"PHX"
"DEN","DEN @ SAS",2020-08-05,"128.0","112.0",1,"SAS"
"DET","DET vs. OKC",2020-03-04,"128.0","152.0",1,"OKC"
"BOS","BOS vs. PHI",2020-02-01,"128.0","76.0",1,"PHI"
"SAS","SAS @ MEM",2020-01-10,"128.0","142.3",1,"MEM"
"DET","DET vs. IND",2019-12-06,"128.0","76.0",1,"IND"
"DET","DET @ CLE",2019-12-03,"128.0","116.7",1,"CLE"
"DET","DET vs. SAS",2019-12-01,"128.0","103.8",1,"SAS"
"MIA","MIA @ BKN",2019-12-01,"128.0","115.4",1,"BKN"
"BOS","BOS @ CLE",2019-11-05,"128.0","100.0",1,"CLE"
"OKC","OKC @ PHX",2020-08-10,"127.6","82.1",1,"PHX"
"UTA","UTA @ DET",2020-03-07,"127.3","77.3",1,"DET"
"CHA","CHA @ SAS",2020-02-01,"127.3","130.4",1,"SAS"
"CLE","CLE @ SAS",2019-12-12,"127.3","82.6",1,"SAS"
"CHA","CHA vs. GSW",2019-12-04,"127.3","90.9",1,"GSW"
"POR","POR vs. PHI",2020-08-09,"126.9","76.0",1,"PHI"
"HOU","HOU vs. LAL",2020-08-06,"126.9","96.3",1,"LAL"
"LAL","LAL vs. BKN",2020-03-10,"126.9","103.8",1,"BKN"
"NOP","NOP vs. LAL",2020-03-01,"126.9","111.5",1,"LAL"
"CLE","CLE vs. ATL",2020-02-12,"126.9","76.0",1,"ATL"
"DAL","DAL @ WAS",2020-02-07,"126.9","111.5",1,"WAS"
"DET","DET @ LAC",2020-01-02,"126.9","115.4",1,"LAC"
"PHI","PHI vs. CHA",2019-11-10,"126.9","92.3",1,"CHA"
"OKC","OKC vs. NOP",2019-11-02,"126.9","100.0",1,"NOP"
"DET","DET vs. BKN",2019-11-02,"126.9","100.0",1,"BKN"
"DAL","DAL @ CHI",2020-03-02,"126.1","86.4",1,"CHI"
"UTA","UTA vs. CHA",2020-01-10,"126.1","59.1",1,"CHA"
"TOR","TOR @ CHA",2020-01-08,"126.1","140.9",1,"CHA"
"CHA","CHA vs. IND",2020-01-06,"126.1","117.4",1,"IND"
"OKC","OKC vs. IND",2019-12-04,"126.1","113.0",1,"IND"
"LAC","LAC @ POR",2020-08-08,"125.9","132.1",1,"POR"
"MIA","MIA @ MIL",2020-08-06,"125.9","96.2",1,"MIL"
"POR","POR vs. LAL",2019-12-06,"125.9","150.0",1,"LAL"
"HOU","HOU @ TOR",2019-12-05,"125.9","103.7",1,"TOR"
"DAL","DAL @ PHX",2020-08-02,"125.0","82.1",1,"PHX"
"IND","IND vs. PHI",2020-08-01,"125.0","103.6",1,"PHI"
"UTA","UTA @ BOS",2020-03-06,"125.0","120.8",1,"BOS"
"PHI","PHI vs. LAC",2020-02-11,"125.0","88.0",1,"LAC"
"TOR","TOR vs. IND",2020-02-05,"125.0","83.3",1,"IND"
"MIA","MIA vs. PHI",2020-02-03,"125.0","108.3",1,"PHI"
"BKN","BKN @ DAL",2020-01-02,"125.0","124.0",1,"DAL"
"HOU","HOU @ CLE",2019-12-11,"125.0","107.4",1,"CLE"
"NYK","NYK @ GSW",2019-12-11,"125.0","80.0",1,"GSW"
"WAS","WAS @ LAC",2019-12-01,"125.0","134.5",1,"LAC"
"MEM","MEM @ SAS",2019-11-11,"125.0","81.5",1,"SAS"
"ATL","ATL @ MIN",2020-02-05,"124.1","82.8",1,"MIN"
"DAL","DAL vs. POR",2020-08-11,"124.0","146.2",1,"POR"
"MIL","MIL vs. TOR",2020-08-10,"124.0","144.0",1,"TOR"
"DET","DET @ SAC",2020-03-01,"124.0","66.7",1,"SAC"
"DEN","DEN vs. LAL",2020-02-12,"124.0","92.0",1,"LAL"
"NYK","NYK @ ATL",2020-02-09,"124.0","76.9",1,"ATL"
"NOP","NOP @ IND",2020-02-08,"124.0","104.0",1,"IND"
"OKC","OKC @ PHI",2020-01-06,"124.0","129.2",1,"PHI"
"PHX","PHX vs. MEM",2020-01-05,"124.0","108.0",1,"MEM"
"WAS","WAS vs. POR",2020-01-03,"124.0","112.5",1,"POR"
"DAL","DAL vs. BKN",2020-01-02,"124.0","125.0",1,"BKN"
"CHA","CHA @ CLE",2020-01-02,"124.0","120.8",1,"CLE"
"MIN","MIN @ PHX",2019-12-09,"124.0","132.0",1,"PHX"
"DAL","DAL vs. NOP",2019-12-07,"124.0","112.0",1,"NOP"
"ORL","ORL vs. PHX",2019-12-04,"124.0","148.0",1,"PHX"
"PHI","PHI @ PHX",2019-11-04,"124.0","111.5",1,"PHX"
"WAS","WAS vs. DET",2019-11-04,"124.0","115.4",1,"DET"
"PHX","PHX @ MEM",2019-11-02,"124.0","92.3",1,"MEM"
"PHI","PHI vs. TOR",2020-08-12,"123.1","96.2",1,"TOR"
"OKC","OKC vs. WAS",2020-08-09,"123.1","88.5",1,"WAS"
"MIL","MIL @ DAL",2020-08-08,"123.1","134.6",1,"DAL"
"SAS","SAS @ PHI",2020-08-03,"123.1","134.6",1,"PHI"
"HOU","HOU vs. MIL",2020-08-02,"123.1","111.5",1,"MIL"
"NOP","NOP vs. MIA",2020-03-06,"123.1","100.0",1,"MIA"
"TOR","TOR @ GSW",2020-03-05,"123.1","103.8",1,"GSW"
"ORL","ORL vs. DET",2020-02-12,"123.1","76.9",1,"DET"
"UTA","UTA vs. POR",2020-02-07,"123.1","146.2",1,"POR"
"DET","DET @ MEM",2020-02-03,"123.1","138.5",1,"MEM"
"DET","DET vs. CLE",2020-01-09,"123.1","100.0",1,"CLE"
"ORL","ORL vs. WAS",2020-01-08,"123.1","85.2",1,"WAS"
"MIN","MIN @ MEM",2020-01-07,"123.1","100.0",1,"MEM"
"SAC","SAC @ HOU",2019-12-09,"123.1","107.7",1,"HOU"
"IND","IND @ NYK",2019-12-07,"123.1","103.8",1,"NYK"
"POR","POR vs. PHI",2019-11-02,"123.1","100.0",1,"PHI"
"MIN","MIN @ OKC",2019-12-06,"122.7","136.4",1,"OKC"
"NYK","NYK @ ATL",2020-03-11,"122.2","88.9",1,"ATL"
"BOS","BOS vs. BKN",2020-03-03,"122.2","103.7",1,"BKN"
"NYK","NYK @ CLE",2020-02-03,"122.2","137.0",1,"CLE"
"NOP","NOP @ NYK",2020-01-10,"122.2","119.2",1,"NYK"
"ATL","ATL @ CHI",2019-12-11,"122.2","137.0",1,"CHI"
"MIL","MIL vs. NYK",2019-12-02,"122.2","55.6",1,"NYK"
"SAS","SAS vs. OKC",2019-11-07,"122.2","111.1",1,"OKC"
"CHI","CHI @ ATL",2019-11-06,"122.2","70.4",1,"ATL"
"HOU","HOU @ MEM",2019-11-04,"122.2","107.7",1,"MEM"
"BOS","BOS @ OKC",2020-02-09,"121.7","133.3",1,"OKC"
"CLE","CLE @ OKC",2020-02-05,"121.7","120.8",1,"OKC"
"MIA","MIA @ ORL",2020-02-01,"121.7","113.6",1,"ORL"
"WAS","WAS @ MIA",2019-12-06,"121.7","117.4",1,"MIA"
"MIA","MIA @ DEN",2019-11-05,"121.7","120.8",1,"DEN"
"BKN","BKN @ ORL",2020-08-11,"121.4","78.6",1,"ORL"
"IND","IND vs. LAL",2020-08-08,"121.4","82.8",1,"LAL"
"MIL","MIL vs. BKN",2020-08-04,"121.4","148.1",1,"BKN"
"UTA","UTA @ GSW",2019-11-11,"121.4","107.1",1,"GSW"
"UTA","UTA @ DEN",2020-08-08,"120.8","60.0",1,"DEN"
"OKC","OKC vs. UTA",2020-08-01,"120.8","62.5",1,"UTA"
"DET","DET @ PHI",2020-03-11,"120.8","147.8",1,"PHI"
"OKC","OKC @ BOS",2020-03-08,"120.8","108.3",1,"BOS"
"BOS","BOS vs. UTA",2020-03-06,"120.8","125.0",1,"UTA"
"CHI","CHI @ MIN",2020-03-04,"120.8","95.7",1,"MIN"
"OKC","OKC vs. CLE",2020-02-05,"120.8","121.7",1,"CLE"
"IND","IND @ CHI",2020-01-10,"120.8","108.0",1,"CHI"
"CLE","CLE vs. DET",2020-01-07,"120.8","112.5",1,"DET"
"CLE","CLE vs. CHA",2020-01-02,"120.8","124.0",1,"CHA"
"BOS","BOS vs. CLE",2019-12-09,"120.8","75.0",1,"CLE"
"NOP","NOP vs. OKC",2019-12-01,"120.8","137.5",1,"OKC"
"UTA","UTA vs. BKN",2019-11-12,"120.8","145.8",1,"BKN"
"IND","IND @ ORL",2019-11-10,"120.8","132.0",1,"ORL"
"GSW","GSW @ HOU",2019-11-06,"120.8","120.0",1,"HOU"
"PHI","PHI @ UTA",2019-11-06,"120.8","108.3",1,"UTA"
"DEN","DEN vs. MIA",2019-11-05,"120.8","121.7",1,"MIA"
"SAS","SAS @ GSW",2019-11-01,"120.8","116.7",1,"GSW"
"WAS","WAS @ POR",2020-03-04,"120.0","148.0",1,"POR"
"BKN","BKN @ IND",2020-02-10,"120.0","112.0",1,"IND"
"MIN","MIN @ TOR",2020-02-10,"120.0","137.9",1,"TOR"
"SAC","SAC vs. MIA",2020-02-07,"120.0","112.0",1,"MIA"
"DET","DET vs. DEN",2020-02-02,"120.0","176.0",1,"DEN"
"MIL","MIL vs. PHX",2020-02-02,"120.0","108.3",1,"PHX"
"LAC","LAC @ DEN",2020-01-12,"120.0","116.0",1,"DEN"
"BOS","BOS @ CHI",2020-01-04,"120.0","107.7",1,"CHI"
"DAL","DAL vs. MIN",2019-12-04,"120.0","104.2",1,"MIN"
"UTA","UTA vs. MIL",2019-11-08,"120.0","61.5",1,"MIL"
"PHX","PHX vs. MIA",2019-11-07,"120.0","119.2",1,"MIA"
"HOU","HOU vs. GSW",2019-11-06,"120.0","120.8",1,"GSW"
"CHI","CHI vs. DET",2019-11-01,"120.0","88.5",1,"DET"
"SAS","SAS vs. HOU",2020-08-11,"119.2","92.6",1,"HOU"
"IND","IND @ DAL",2020-03-08,"119.2","104.0",1,"DAL"
"LAC","LAC @ MIN",2020-02-08,"119.2","148.1",1,"MIN"
"IND","IND vs. TOR",2020-02-07,"119.2","144.0",1,"TOR"
"GSW","GSW @ CLE",2020-02-01,"119.2","118.5",1,"CLE"
"NYK","NYK vs. NOP",2020-01-10,"119.2","122.2",1,"NOP"
"SAS","SAS @ MIL",2020-01-04,"119.2","111.5",1,"MIL"
"WAS","WAS vs. DEN",2020-01-04,"119.2","73.1",1,"DEN"
"MIN","MIN @ LAL",2019-12-08,"119.2","144.4",1,"LAL"
"PHX","PHX @ HOU",2019-12-07,"119.2","85.2",1,"HOU"
"PHI","PHI vs. UTA",2019-12-02,"119.2","88.5",1,"UTA"
"BOS","BOS @ NYK",2019-12-01,"119.2","115.4",1,"NYK"
"MIA","MIA @ PHX",2019-11-07,"119.2","120.0",1,"PHX"
"MIL","MIL @ ORL",2019-11-01,"119.2","103.8",1,"ORL"
"PHI","PHI @ SAC",2020-03-05,"118.5","115.4",1,"SAC"
"TOR","TOR @ DEN",2020-03-01,"118.5","148.1",1,"DEN"
"DAL","DAL vs. SAC",2020-02-12,"118.5","107.7",1,"SAC"
"NOP","NOP @ CHI",2020-02-06,"118.5","89.3",1,"CHI"
"DAL","DAL vs. MEM",2020-02-05,"118.5","114.8",1,"MEM"
"CLE","CLE vs. GSW",2020-02-01,"118.5","119.2",1,"GSW"
"POR","POR vs. NYK",2019-12-10,"118.5","81.5",1,"NYK"
"HOU","HOU vs. IND",2020-08-12,"117.9","103.6",1,"IND"
"HOU","HOU @ BKN",2019-11-01,"117.9","85.7",1,"BKN"
