"slugTeam","match_up","dateGame","offrtg","defrtg","numberPeriod","slugOpp"
"CHI","CHI @ SAC",2019-12-02,"120.8","130.4",3,"SAC"
"SAC","SAC @ NYK",2019-11-03,"120.8","95.8",3,"NYK"
"MIL","MIL vs. TOR",2019-11-02,"120.8","160.0",3,"TOR"
"MEM","MEM vs. GSW",2020-01-12,"120.7","56.7",3,"GSW"
"LAL","LAL vs. DEN",2020-08-10,"120.0","138.1",3,"DEN"
"MEM","MEM @ BKN",2020-03-04,"120.0","83.3",3,"BKN"
"SAS","SAS @ OKC",2020-02-11,"120.0","150.0",3,"OKC"
"POR","POR vs. MIA",2020-02-09,"120.0","88.5",3,"MIA"
"UTA","UTA vs. POR",2020-02-07,"120.0","65.4",3,"POR"
"BOS","BOS vs. ORL",2020-02-05,"120.0","96.0",3,"ORL"
"DET","DET @ CLE",2020-01-07,"120.0","112.0",3,"CLE"
"BOS","BOS @ CHI",2020-01-04,"120.0","84.0",3,"CHI"
"GSW","GSW vs. NYK",2019-12-11,"120.0","73.1",3,"NYK"
"MEM","MEM @ UTA",2019-12-07,"120.0","107.7",3,"UTA"
"SAC","SAC vs. UTA",2019-11-01,"120.0","123.1",3,"UTA"
"LAL","LAL vs. PHI",2020-03-03,"119.2","100.0",3,"PHI"
"WAS","WAS @ NYK",2020-02-12,"119.2","88.5",3,"NYK"
"CHA","CHA @ MIN",2020-02-12,"119.2","80.8",3,"MIN"
"MIN","MIN @ LAC",2020-02-01,"119.2","138.5",3,"LAC"
"CLE","CLE vs. BOS",2019-11-05,"119.2","112.0",3,"BOS"
"CHA","CHA vs. HOU",2020-03-07,"119.0","165.0",3,"HOU"
"CLE","CLE vs. HOU",2019-12-11,"119.0","114.3",3,"HOU"
"DAL","DAL vs. IND",2020-03-08,"118.5","114.8",3,"IND"
"MEM","MEM @ ATL",2020-03-02,"118.5","73.1",3,"ATL"
"MIL","MIL vs. PHI",2020-02-06,"118.5","82.1",3,"PHI"
"ATL","ATL @ MIN",2020-02-05,"118.5","75.0",3,"MIN"
"BKN","BKN @ ORL",2020-01-06,"118.5","85.2",3,"ORL"
"ORL","ORL @ WAS",2020-01-01,"118.5","96.2",3,"WAS"
"MIN","MIN vs. MEM",2019-12-01,"118.5","140.7",3,"MEM"
"TOR","TOR @ LAC",2019-11-11,"118.5","78.6",3,"LAC"
"BOS","BOS @ SAS",2019-11-09,"118.5","142.3",3,"SAS"
"OKC","OKC vs. DET",2020-02-07,"118.2","100.0",3,"DET"
"CHA","CHA @ PHX",2020-01-12,"118.2","113.6",3,"PHX"
"SAS","SAS vs. MEM",2019-11-11,"118.2","154.5",3,"MEM"
"ATL","ATL @ MEM",2020-03-07,"117.9","96.4",3,"MEM"
"GSW","GSW vs. MIL",2020-01-08,"117.9","117.2",3,"MIL"
"MEM","MEM @ PHX",2019-12-11,"117.9","100.0",3,"PHX"
"PHX","PHX @ NOP",2019-12-05,"117.9","75.0",3,"NOP"
"DEN","DEN @ SAS",2020-08-05,"117.4","100.0",3,"SAS"
"DEN","DEN vs. TOR",2020-03-01,"117.4","112.5",3,"TOR"
"UTA","UTA @ HOU",2020-02-09,"117.4","104.2",3,"HOU"
"BKN","BKN vs. GSW",2020-02-05,"117.4","77.3",3,"GSW"
"DET","DET vs. DAL",2019-12-12,"117.4","125.0",3,"DAL"
"ATL","ATL vs. GSW",2019-12-02,"117.4","59.1",3,"GSW"
"NYK","NYK vs. BOS",2019-12-01,"117.4","95.8",3,"BOS"
"DEN","DEN @ MIN",2019-11-10,"117.4","59.1",3,"MIN"
"NOP","NOP vs. LAL",2020-03-01,"117.2","107.1",3,"LAL"
"SAS","SAS @ BOS",2020-01-08,"117.2","124.1",3,"BOS"
"MIL","MIL @ GSW",2020-01-08,"117.2","117.9",3,"GSW"
"PHX","PHX vs. SAC",2020-01-07,"117.2","86.2",3,"SAC"
"PHX","PHX @ MIA",2020-08-08,"116.7","108.3",3,"MIA"
"MIA","MIA vs. BOS",2020-08-04,"116.7","128.0",3,"BOS"
"LAL","LAL @ UTA",2020-08-03,"116.7","80.0",3,"UTA"
"POR","POR vs. PHX",2020-03-10,"116.7","100.0",3,"PHX"
"ORL","ORL vs. DET",2020-02-12,"116.7","108.3",3,"DET"
"DEN","DEN @ PHX",2020-02-08,"116.7","104.3",3,"PHX"
"DAL","DAL vs. LAL",2020-01-10,"116.7","87.0",3,"LAL"
"MIN","MIN @ DAL",2019-12-04,"116.7","112.5",3,"DAL"
"TOR","TOR vs. MIA",2019-12-03,"116.7","104.2",3,"MIA"
"HOU","HOU vs. GSW",2019-11-06,"116.7","103.3",3,"GSW"
"IND","IND @ CHA",2019-11-05,"116.7","87.5",3,"CHA"
"PHI","PHI @ POR",2019-11-02,"116.7","113.3",3,"POR"
"HOU","HOU vs. LAL",2020-08-06,"116.0","95.8",3,"LAL"
"WAS","WAS vs. ATL",2020-03-06,"116.0","72.0",3,"ATL"
"UTA","UTA @ NYK",2020-03-04,"116.0","96.0",3,"NYK"
"PHX","PHX vs. GSW",2020-02-12,"116.0","100.0",3,"GSW"
"UTA","UTA @ DAL",2020-02-10,"116.0","141.7",3,"DAL"
"DAL","DAL @ IND",2020-02-03,"116.0","88.0",3,"IND"
"SAS","SAS vs. CHA",2020-02-01,"116.0","42.3",3,"CHA"
"LAL","LAL @ OKC",2020-01-11,"116.0","132.0",3,"OKC"
"PHI","PHI vs. BOS",2020-01-09,"116.0","100.0",3,"BOS"
"MIA","MIA vs. POR",2020-01-05,"116.0","140.0",3,"POR"
"CHA","CHA vs. WAS",2019-12-10,"116.0","108.0",3,"WAS"
"HOU","HOU vs. SAC",2019-12-09,"116.0","140.0",3,"SAC"
"WAS","WAS vs. LAC",2019-12-08,"116.0","140.0",3,"LAC"
"LAL","LAL @ UTA",2019-12-04,"116.0","112.0",3,"UTA"
"ORL","ORL @ WAS",2019-12-03,"116.0","136.0",3,"WAS"
"POR","POR vs. ATL",2019-11-10,"116.0","124.0",3,"ATL"
"MIA","MIA @ PHX",2019-11-07,"116.0","111.5",3,"PHX"
"OKC","OKC vs. NOP",2019-11-02,"116.0","104.0",3,"NOP"
"NYK","NYK vs. OKC",2020-03-06,"115.4","136.0",3,"OKC"
"LAC","LAC @ OKC",2020-03-03,"115.4","92.0",3,"OKC"
"DET","DET vs. MIN",2019-11-11,"115.4","104.0",3,"MIN"
"BKN","BKN @ PHX",2019-11-10,"115.4","146.2",3,"PHX"
"MEM","MEM @ ORL",2019-11-08,"115.4","122.2",3,"ORL"
"WAS","WAS vs. DET",2019-11-04,"115.4","68.0",3,"DET"
"DAL","DAL vs. MIL",2020-08-08,"114.8","76.9",3,"MIL"
"TOR","TOR vs. LAL",2020-08-01,"114.8","96.3",3,"LAL"
"HOU","HOU vs. MIN",2020-03-10,"114.8","85.7",3,"MIN"
"IND","IND @ DAL",2020-03-08,"114.8","118.5",3,"DAL"
"OKC","OKC @ BOS",2020-03-08,"114.8","75.0",3,"BOS"
"WAS","WAS vs. CHI",2020-02-11,"114.8","74.1",3,"CHI"
"NOP","NOP @ CHI",2020-02-06,"114.8","73.1",3,"CHI"
"MEM","MEM vs. MIN",2020-01-07,"114.8","103.7",3,"MIN"
"PHI","PHI @ HOU",2020-01-03,"114.8","128.6",3,"HOU"
"UTA","UTA vs. BKN",2019-11-12,"114.8","88.9",3,"BKN"
"SAS","SAS vs. HOU",2020-08-11,"114.3","103.6",3,"HOU"
"POR","POR @ DAL",2020-08-11,"114.3","132.1",3,"DAL"
"HOU","HOU @ SAC",2020-08-09,"114.3","53.6",3,"SAC"
"DET","DET @ NYK",2020-03-08,"114.3","104.5",3,"NYK"
"MIL","MIL vs. SAS",2020-01-04,"114.3","92.6",3,"SAS"
"PHX","PHX vs. NYK",2020-01-03,"114.3","96.3",3,"NYK"
"HOU","HOU @ CLE",2019-12-11,"114.3","119.0",3,"CLE"
"MIN","MIN @ MEM",2019-11-06,"114.3","100.0",3,"MEM"
"LAL","LAL @ CHI",2019-11-05,"114.3","100.0",3,"CHI"
"MEM","MEM @ WAS",2020-02-09,"113.8","103.4",3,"WAS"
"MIL","MIL @ DET",2019-12-04,"113.8","85.7",3,"DET"
"CLE","CLE vs. BOS",2020-03-04,"113.6","104.5",3,"BOS"
"PHX","PHX vs. CHA",2020-01-12,"113.6","118.2",3,"CHA"
"POR","POR @ DEN",2019-12-12,"113.6","122.7",3,"DEN"
"MIA","MIA @ BOS",2019-12-04,"113.6","136.4",3,"BOS"
"DAL","DAL @ BOS",2019-11-11,"113.6","136.4",3,"BOS"
"LAC","LAC vs. WAS",2019-12-01,"113.3","132.3",3,"WAS"
"POR","POR vs. PHI",2019-11-02,"113.3","116.7",3,"PHI"
"MIA","MIA vs. CHA",2020-03-11,"113.0","121.7",3,"CHA"
"IND","IND @ SAS",2020-03-02,"113.0","112.5",3,"SAS"
"SAC","SAC vs. DET",2020-03-01,"113.0","86.4",3,"DET"
"UTA","UTA vs. CHA",2020-01-10,"113.0","100.0",3,"CHA"
"CHI","CHI vs. IND",2020-01-10,"113.0","104.2",3,"IND"
"DEN","DEN @ PHI",2019-12-10,"113.0","127.3",3,"PHI"
"CLE","CLE @ BOS",2019-12-09,"113.0","130.4",3,"BOS"
"PHI","PHI @ WAS",2019-12-05,"113.0","113.0",3,"WAS"
"WAS","WAS vs. PHI",2019-12-05,"113.0","113.0",3,"PHI"
"OKC","OKC @ NOP",2019-12-01,"113.0","91.7",3,"NOP"
"BOS","BOS vs. NYK",2019-11-01,"113.0","109.1",3,"NYK"
"MIL","MIL @ ORL",2019-11-01,"113.0","125.0",3,"ORL"
"BOS","BOS @ MEM",2020-08-11,"112.5","137.5",3,"MEM"
"BOS","BOS vs. POR",2020-08-02,"112.5","158.3",3,"POR"
"DAL","DAL vs. DEN",2020-03-11,"112.5","152.2",3,"DEN"
"SAS","SAS vs. IND",2020-03-02,"112.5","113.0",3,"IND"
"TOR","TOR @ DEN",2020-03-01,"112.5","117.4",3,"DEN"
"PHI","PHI vs. LAC",2020-02-11,"112.5","95.8",3,"LAC"
"ORL","ORL @ PHX",2020-01-10,"112.5","79.2",3,"PHX"
"UTA","UTA @ NOP",2020-01-06,"112.5","137.5",3,"NOP"
"DEN","DEN @ ATL",2020-01-06,"112.5","130.4",3,"ATL"
"SAC","SAC vs. MEM",2020-01-02,"112.5","154.2",3,"MEM"
"ORL","ORL vs. LAL",2019-12-11,"112.5","78.3",3,"LAL"
"MIA","MIA vs. ATL",2019-12-10,"112.5","139.1",3,"ATL"
"MIA","MIA vs. CHI",2019-12-08,"112.5","100.0",3,"CHI"
"DAL","DAL vs. MIN",2019-12-04,"112.5","116.7",3,"MIN"
"LAC","LAC vs. POR",2019-12-03,"112.5","68.0",3,"POR"
"NYK","NYK vs. CLE",2019-11-10,"112.5","100.0",3,"CLE"
"OKC","OKC @ SAS",2019-11-07,"112.5","150.0",3,"SAS"
"ATL","ATL vs. NYK",2020-03-11,"112.0","111.5",3,"NYK"
"LAC","LAC vs. LAL",2020-03-08,"112.0","144.0",3,"LAL"
"POR","POR vs. WAS",2020-03-04,"112.0","72.0",3,"WAS"
"BOS","BOS vs. BKN",2020-03-03,"112.0","96.0",3,"BKN"
"CHI","CHI @ PHI",2020-02-09,"112.0","95.8",3,"PHI"
"CLE","CLE vs. DET",2020-01-07,"112.0","120.0",3,"DET"
"PHI","PHI vs. OKC",2020-01-06,"112.0","136.0",3,"OKC"
"UTA","UTA vs. LAL",2019-12-04,"112.0","116.0",3,"LAL"
"CHA","CHA vs. GSW",2019-12-04,"112.0","88.0",3,"GSW"
"CHI","CHI vs. MEM",2019-12-04,"112.0","120.8",3,"MEM"
"IND","IND @ MEM",2019-12-02,"112.0","104.0",3,"MEM"
"UTA","UTA @ GSW",2019-11-11,"112.0","124.0",3,"GSW"
"SAC","SAC @ ATL",2019-11-08,"112.0","144.0",3,"ATL"
"BOS","BOS @ CLE",2019-11-05,"112.0","119.2",3,"CLE"
"UTA","UTA @ LAC",2019-11-03,"112.0","100.0",3,"LAC"
"LAL","LAL @ DAL",2019-11-01,"112.0","108.0",3,"DAL"
"OKC","OKC @ LAL",2020-08-05,"111.5","80.8",3,"LAL"
"NYK","NYK @ ATL",2020-03-11,"111.5","112.0",3,"ATL"
"BKN","BKN vs. OKC",2020-01-07,"111.5","96.2",3,"OKC"
"UTA","UTA @ CHI",2020-01-02,"111.5","76.0",3,"CHI"
"MEM","MEM vs. DAL",2019-11-09,"111.5","144.0",3,"DAL"
"PHX","PHX vs. MIA",2019-11-07,"111.5","116.0",3,"MIA"
"BKN","BKN vs. SAC",2020-08-07,"111.1","107.4",3,"SAC"
"HOU","HOU vs. ORL",2020-03-08,"111.1","130.8",3,"ORL"
"IND","IND vs. NOP",2020-02-08,"111.1","107.7",3,"NOP"
"CHA","CHA vs. ATL",2019-12-08,"111.1","137.0",3,"ATL"
"CLE","CLE @ PHI",2019-11-12,"111.1","103.7",3,"PHI"
"WAS","WAS @ BKN",2020-08-02,"110.7","107.4",3,"BKN"
"WAS","WAS @ GSW",2020-03-01,"110.7","70.4",3,"GSW"
"MIN","MIN vs. LAC",2020-02-08,"110.7","100.0",3,"LAC"
"LAC","LAC vs. SAS",2020-02-03,"110.7","70.4",3,"SAS"
"SAC","SAC vs. MIL",2020-01-10,"110.7","132.1",3,"MIL"
"NYK","NYK @ LAC",2020-01-05,"110.7","135.7",3,"LAC"
"HOU","HOU @ NOP",2019-11-11,"110.3","103.4",3,"NOP"
"NOP","NOP @ HOU",2020-02-02,"110.0","90.0",3,"HOU"
"OKC","OKC vs. BOS",2020-02-09,"109.5","145.5",3,"BOS"
"CLE","CLE vs. ORL",2019-12-06,"109.5","80.0",3,"ORL"
"UTA","UTA @ ORL",2020-01-04,"109.1","121.7",3,"ORL"
"NYK","NYK @ BOS",2019-11-01,"109.1","113.0",3,"BOS"
"DET","DET vs. PHX",2020-02-05,"108.7","108.7",3,"PHX"
"PHX","PHX @ DET",2020-02-05,"108.7","108.7",3,"DET"
"CHA","CHA @ HOU",2020-02-04,"108.7","130.4",3,"HOU"
"PHI","PHI @ BOS",2019-12-12,"108.7","87.5",3,"BOS"
"MIA","MIA vs. PHX",2020-08-08,"108.3","116.7",3,"PHX"
"SAS","SAS @ MEM",2020-08-02,"108.3","95.7",3,"MEM"
"DAL","DAL @ SAS",2020-03-10,"108.3","120.8",3,"SAS"
"CHI","CHI vs. IND",2020-03-06,"108.3","108.0",3,"IND"
"DET","DET @ ORL",2020-02-12,"108.3","116.7",3,"ORL"
"MIL","MIL @ IND",2020-02-12,"108.3","56.0",3,"IND"
"SAS","SAS @ DEN",2020-02-10,"108.3","156.5",3,"DEN"
"MIA","MIA @ SAC",2020-02-07,"108.3","129.2",3,"SAC"
"SAS","SAS @ TOR",2020-01-12,"108.3","134.8",3,"TOR"
"SAS","SAS vs. MIL",2020-01-06,"108.3","120.8",3,"MIL"
"POR","POR vs. NYK",2019-12-10,"108.3","75.0",3,"NYK"
"TOR","TOR @ PHI",2019-12-08,"108.3","120.8",3,"PHI"
"CLE","CLE @ PHI",2019-12-07,"108.3","129.2",3,"PHI"
"PHX","PHX @ HOU",2019-12-07,"108.3","95.8",3,"HOU"
"NYK","NYK @ DET",2019-11-06,"108.3","133.3",3,"DET"
"WAS","WAS @ OKC",2020-08-09,"108.0","104.0",3,"OKC"
"WAS","WAS vs. PHI",2020-08-05,"108.0","92.0",3,"PHI"
"HOU","HOU vs. MIL",2020-08-02,"108.0","144.0",3,"MIL"
"IND","IND @ CHI",2020-03-06,"108.0","108.3",3,"CHI"
"GSW","GSW @ WAS",2020-02-03,"108.0","92.0",3,"WAS"
"POR","POR @ MIN",2020-01-09,"108.0","164.0",3,"MIN"
"DAL","DAL vs. CHI",2020-01-06,"108.0","108.0",3,"CHI"
"CHI","CHI @ DAL",2020-01-06,"108.0","108.0",3,"DAL"
"DET","DET @ GSW",2020-01-04,"108.0","80.8",3,"GSW"
"WAS","WAS @ CHA",2019-12-10,"108.0","116.0",3,"CHA"
"CHA","CHA vs. BKN",2019-12-06,"108.0","124.0",3,"BKN"
"DEN","DEN vs. LAL",2019-12-03,"108.0","92.3",3,"LAL"
"PHI","PHI @ DEN",2019-11-08,"108.0","95.8",3,"DEN"
"GSW","GSW vs. POR",2019-11-04,"108.0","83.3",3,"POR"
"DAL","DAL vs. LAL",2019-11-01,"108.0","112.0",3,"LAL"
"WAS","WAS vs. MIL",2020-08-11,"107.7","132.0",3,"MIL"
"TOR","TOR vs. MEM",2020-08-09,"107.7","68.0",3,"MEM"
"PHX","PHX vs. POR",2020-03-06,"107.7","96.0",3,"POR"
"SAS","SAS @ CHA",2020-03-03,"107.7","72.0",3,"CHA"
"HOU","HOU @ NYK",2020-03-02,"107.7","103.7",3,"NYK"
"NOP","NOP @ IND",2020-02-08,"107.7","111.1",3,"IND"
"CLE","CLE @ OKC",2020-02-05,"107.7","92.0",3,"OKC"
"ORL","ORL vs. WAS",2020-01-08,"107.7","74.1",3,"WAS"
"MIN","MIN @ CLE",2020-01-05,"107.7","124.0",3,"CLE"
"UTA","UTA vs. MEM",2019-12-07,"107.7","120.0",3,"MEM"
"MIL","MIL vs. NYK",2019-12-02,"107.7","63.0",3,"NYK"
"ORL","ORL vs. BKN",2020-08-11,"107.4","92.6",3,"BKN"
"SAC","SAC @ BKN",2020-08-07,"107.4","111.1",3,"BKN"
"BKN","BKN vs. WAS",2020-08-02,"107.4","110.7",3,"WAS"
"SAS","SAS vs. LAL",2019-11-03,"107.4","75.0",3,"LAL"
"LAL","LAL @ NOP",2020-03-01,"107.1","117.2",3,"NOP"
"LAL","LAL @ GSW",2020-02-08,"107.1","92.6",3,"GSW"
"SAC","SAC @ TOR",2019-11-06,"107.1","103.6",3,"TOR"
"MIL","MIL vs. IND",2020-03-04,"106.9","79.3",3,"IND"
"SAS","SAS vs. OKC",2020-01-02,"105.0","133.3",3,"OKC"
"NYK","NYK vs. DET",2020-03-08,"104.5","114.3",3,"DET"
"BOS","BOS @ CLE",2020-03-04,"104.5","113.6",3,"CLE"
"DEN","DEN vs. GSW",2020-03-03,"104.5","150.0",3,"GSW"
"PHX","PHX vs. DEN",2020-02-08,"104.3","116.7",3,"DEN"
"DEN","DEN @ DET",2020-02-02,"104.3","95.7",3,"DET"
"IND","IND vs. DEN",2020-01-02,"104.3","136.4",3,"DEN"
"UTA","UTA vs. MEM",2020-08-05,"104.2","137.5",3,"MEM"
"OKC","OKC @ DET",2020-03-04,"104.2","72.0",3,"DET"
"MIL","MIL @ CHA",2020-03-01,"104.2","100.0",3,"CHA"
"MEM","MEM vs. POR",2020-02-12,"104.2","79.2",3,"POR"
"TOR","TOR @ BKN",2020-02-12,"104.2","95.8",3,"BKN"
"HOU","HOU vs. UTA",2020-02-09,"104.2","117.4",3,"UTA"
"WAS","WAS vs. UTA",2020-01-12,"104.2","165.2",3,"UTA"
"IND","IND @ CHI",2020-01-10,"104.2","113.0",3,"CHI"
"ATL","ATL @ BOS",2020-01-03,"104.2","126.1",3,"BOS"
"MIA","MIA vs. WAS",2019-12-06,"104.2","83.3",3,"WAS"
"DAL","DAL @ NOP",2019-12-03,"104.2","91.7",3,"NOP"
"MIA","MIA @ TOR",2019-12-03,"104.2","116.7",3,"TOR"
"MIA","MIA @ BKN",2019-12-01,"104.2","66.7",3,"BKN"
"CHI","CHI vs. NYK",2019-11-12,"104.2","124.0",3,"NYK"
"OKC","OKC vs. WAS",2020-08-09,"104.0","108.0",3,"WAS"
"LAC","LAC @ POR",2020-08-08,"104.0","87.5",3,"POR"
"ORL","ORL @ IND",2020-08-04,"104.0","84.0",3,"IND"
"LAC","LAC vs. NOP",2020-08-01,"104.0","84.0",3,"NOP"
"TOR","TOR @ PHX",2020-03-03,"104.0","72.0",3,"PHX"
"BKN","BKN @ IND",2020-02-10,"104.0","128.0",3,"IND"
"CLE","CLE vs. OKC",2020-01-04,"104.0","100.0",3,"OKC"
"MEM","MEM vs. IND",2019-12-02,"104.0","112.0",3,"IND"
"MIN","MIN @ DET",2019-11-11,"104.0","115.4",3,"DET"
"TOR","TOR @ LAL",2019-11-10,"104.0","75.0",3,"LAL"
"UTA","UTA vs. PHI",2019-11-06,"104.0","68.0",3,"PHI"
"ORL","ORL @ OKC",2019-11-05,"104.0","95.8",3,"OKC"
"NOP","NOP @ OKC",2019-11-02,"104.0","116.0",3,"OKC"
"CLE","CLE vs. DEN",2020-03-07,"103.8","88.0",3,"DEN"
"SAC","SAC vs. PHI",2020-03-05,"103.8","132.0",3,"PHI"
"POR","POR vs. SAS",2020-02-06,"103.8","128.0",3,"SAS"
"BOS","BOS vs. PHI",2020-02-01,"103.8","61.5",3,"PHI"
"LAL","LAL vs. PHX",2020-01-01,"103.8","146.2",3,"PHX"
"MIN","MIN vs. ORL",2020-03-06,"103.7","142.3",3,"ORL"
"NYK","NYK vs. HOU",2020-03-02,"103.7","107.7",3,"HOU"
"MIN","MIN @ MEM",2020-01-07,"103.7","114.8",3,"MEM"
"ORL","ORL vs. MIA",2020-01-03,"103.7","129.6",3,"MIA"
"BKN","BKN @ DAL",2020-01-02,"103.7","122.2",3,"DAL"
"PHI","PHI vs. CLE",2019-11-12,"103.7","111.1",3,"CLE"
"MIA","MIA vs. HOU",2019-11-03,"103.7","96.2",3,"HOU"
"HOU","HOU @ SAS",2020-08-11,"103.6","114.3",3,"SAS"
"OKC","OKC vs. HOU",2020-01-09,"103.6","67.9",3,"HOU"
"TOR","TOR vs. SAC",2019-11-06,"103.6","107.1",3,"SAC"
"WAS","WAS vs. MEM",2020-02-09,"103.4","113.8",3,"MEM"
"GSW","GSW @ LAC",2020-01-10,"103.4","92.6",3,"LAC"
"NOP","NOP vs. HOU",2019-11-11,"103.4","110.3",3,"HOU"
"LAC","LAC vs. MIL",2019-11-06,"103.4","93.3",3,"MIL"
"GSW","GSW @ HOU",2019-11-06,"103.3","116.7",3,"HOU"
"PHI","PHI vs. TOR",2020-08-12,"100.0","134.6",3,"TOR"
"UTA","UTA @ DEN",2020-08-08,"100.0","125.0",3,"DEN"
"IND","IND @ PHX",2020-08-06,"100.0","130.8",3,"PHX"
"SAS","SAS vs. DEN",2020-08-05,"100.0","117.4",3,"DEN"
"BKN","BKN @ BOS",2020-08-05,"100.0","134.6",3,"BOS"
"HOU","HOU @ POR",2020-08-04,"100.0","100.0",3,"POR"
"POR","POR vs. HOU",2020-08-04,"100.0","100.0",3,"HOU"
"PHX","PHX @ POR",2020-03-10,"100.0","116.7",3,"POR"
"CLE","CLE vs. SAS",2020-03-08,"100.0","151.9",3,"SAS"
"PHX","PHX vs. MIL",2020-03-08,"100.0","128.0",3,"MIL"
"TOR","TOR @ SAC",2020-03-08,"100.0","88.9",3,"SAC"
"POR","POR vs. SAC",2020-03-07,"100.0","92.0",3,"SAC"
"UTA","UTA @ DET",2020-03-07,"100.0","141.7",3,"DET"
"MIL","MIL @ LAL",2020-03-06,"100.0","139.3",3,"LAL"
"TOR","TOR @ GSW",2020-03-05,"100.0","122.2",3,"GSW"
"PHI","PHI @ LAL",2020-03-03,"100.0","119.2",3,"LAL"
"CHA","CHA vs. MIL",2020-03-01,"100.0","104.2",3,"MIL"
"GSW","GSW @ PHX",2020-02-12,"100.0","116.0",3,"PHX"
"DET","DET vs. CHA",2020-02-10,"100.0","86.4",3,"CHA"
"LAL","LAL vs. PHX",2020-02-10,"100.0","79.3",3,"PHX"
"LAC","LAC @ MIN",2020-02-08,"100.0","110.7",3,"MIN"
"DET","DET @ OKC",2020-02-07,"100.0","118.2",3,"OKC"
"CHA","CHA vs. ORL",2020-02-03,"100.0","120.8",3,"ORL"
"SAC","SAC vs. LAL",2020-02-01,"100.0","95.8",3,"LAL"
"NYK","NYK @ IND",2020-02-01,"100.0","145.5",3,"IND"
"NOP","NOP @ NYK",2020-01-10,"100.0","92.6",3,"NYK"
"ATL","ATL @ WAS",2020-01-10,"100.0","92.6",3,"WAS"
"CHA","CHA @ UTA",2020-01-10,"100.0","113.0",3,"UTA"
"BOS","BOS @ PHI",2020-01-09,"100.0","116.0",3,"PHI"
"CHI","CHI @ NOP",2020-01-08,"100.0","163.0",3,"NOP"
"CHA","CHA vs. TOR",2020-01-08,"100.0","84.6",3,"TOR"
"NYK","NYK @ LAL",2020-01-07,"100.0","92.0",3,"LAL"
"OKC","OKC @ CLE",2020-01-04,"100.0","104.0",3,"CLE"
"CHA","CHA @ DAL",2020-01-04,"100.0","166.7",3,"DAL"
"POR","POR @ WAS",2020-01-03,"100.0","80.0",3,"WAS"
"GSW","GSW @ MIN",2020-01-02,"100.0","88.5",3,"MIN"
"TOR","TOR @ MIA",2020-01-02,"100.0","100.0",3,"MIA"
"MIA","MIA vs. TOR",2020-01-02,"100.0","100.0",3,"TOR"
"MIL","MIL vs. MIN",2020-01-01,"100.0","76.9",3,"MIN"
"PHX","PHX vs. MEM",2019-12-11,"100.0","117.9",3,"MEM"
"OKC","OKC @ SAC",2019-12-11,"100.0","124.0",3,"SAC"
"IND","IND vs. LAC",2019-12-09,"100.0","124.0",3,"LAC"
"CHI","CHI @ MIA",2019-12-08,"100.0","112.5",3,"MIA"
"PHI","PHI vs. UTA",2019-12-02,"100.0","100.0",3,"UTA"
"UTA","UTA @ PHI",2019-12-02,"100.0","100.0",3,"PHI"
"CLE","CLE @ NYK",2019-11-10,"100.0","112.5",3,"NYK"
"NOP","NOP @ CHA",2019-11-09,"100.0","96.2",3,"CHA"
"DAL","DAL vs. NYK",2019-11-08,"100.0","100.0",3,"NYK"
"NYK","NYK @ DAL",2019-11-08,"100.0","100.0",3,"DAL"
"MEM","MEM vs. MIN",2019-11-06,"100.0","114.3",3,"MIN"
"ORL","ORL @ DAL",2019-11-06,"100.0","145.5",3,"DAL"
"CHI","CHI vs. LAL",2019-11-05,"100.0","114.3",3,"LAL"
"ATL","ATL vs. SAS",2019-11-05,"100.0","126.9",3,"SAS"
"LAC","LAC vs. UTA",2019-11-03,"100.0","112.0",3,"UTA"
"MIL","MIL vs. PHX",2020-02-02,"96.8","90.3",3,"PHX"
"MEM","MEM vs. ATL",2020-03-07,"96.4","117.9",3,"ATL"
"LAL","LAL @ TOR",2020-08-01,"96.3","114.8",3,"TOR"
"CLE","CLE @ CHI",2020-03-10,"96.3","88.9",3,"CHI"
"NYK","NYK @ PHX",2020-01-03,"96.3","114.3",3,"PHX"
"UTA","UTA vs. MIL",2019-11-08,"96.3","150.0",3,"MIL"
"PHX","PHX vs. PHI",2019-11-04,"96.3","77.8",3,"PHI"
"IND","IND vs. CLE",2019-11-01,"96.3","85.7",3,"CLE"
"WAS","WAS @ NOP",2020-08-07,"96.2","142.3",3,"NOP"
"MIA","MIA @ MIL",2020-08-06,"96.2","133.3",3,"MIL"
"SAS","SAS @ PHI",2020-08-03,"96.2","140.0",3,"PHI"
"SAC","SAC @ DAL",2020-02-12,"96.2","126.9",3,"DAL"
"PHI","PHI @ MIA",2020-02-03,"96.2","164.0",3,"MIA"
"NOP","NOP @ BOS",2020-01-11,"96.2","155.6",3,"BOS"
"OKC","OKC @ BKN",2020-01-07,"96.2","111.5",3,"BKN"
"WAS","WAS vs. ORL",2020-01-01,"96.2","118.5",3,"ORL"
"CHA","CHA vs. NOP",2019-11-09,"96.2","100.0",3,"NOP"
"HOU","HOU @ MIA",2019-11-03,"96.2","103.7",3,"MIA"
"BKN","BKN @ LAC",2020-08-09,"96.0","124.0",3,"LAC"
"POR","POR @ PHX",2020-03-06,"96.0","107.7",3,"PHX"
"NYK","NYK vs. UTA",2020-03-04,"96.0","116.0",3,"UTA"
"BKN","BKN @ BOS",2020-03-03,"96.0","112.0",3,"BOS"
"PHI","PHI @ LAC",2020-03-01,"96.0","152.0",3,"LAC"
